,fold,epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_precision,val_recall,val_f1,val_iou,val_dice
best_epoch,4.0,37.0,0.18420192775546865,0.3389651853105296,0.9581636491642204,0.9185537439612507,0.8671008453362988,0.8884794461041777,0.8566592187056876,0.7767702056637633,0.8566592235400129
mean,4.0,33.0,0.21686748646822124,0.39100600733206825,0.9214096851788639,0.8787884845824806,0.7923168023800584,0.8957393775727744,0.8075943884645146,0.710767670556937,0.8075943931839238
median,4.0,33.0,0.18179905799127394,0.3453127657589705,0.9566229684378511,0.917069439726649,0.8587018949399212,0.8937572659999148,0.8535483967598587,0.7708563926302354,0.8535484015969387
