epoch,g_total,g_adv,g_recon,g_fm,g_tv,g_lap,g_ms,g_stats,g_texstats,d_loss,val_l1,val_edge,val_lap,val_stats,val_texstats,val_ssim,val_score
1,17.943356,0.090305,11.159628,0.164150,0.566340,0.954921,12.776059,0.397742,0.602898,1.980195,0.180193,0.338559,0.553838,0.148794,0.114914,0.104084,1.396493
2,11.555529,0.229168,6.279588,0.138792,0.331817,0.560048,11.955761,0.176249,0.134957,1.943871,0.165221,0.318332,0.335050,0.208861,0.149391,0.170183,1.312644
3,11.448477,0.254225,6.204883,0.138878,0.315895,0.532805,11.919600,0.183696,0.124924,1.837421,0.159672,0.314798,0.371197,0.177547,0.154588,0.158678,1.313117
4,11.262178,0.259917,6.062383,0.122442,0.309662,0.521638,11.916121,0.175837,0.128086,1.834610,0.163381,0.314923,0.348661,0.160615,0.163240,0.168024,1.298838
5,11.299905,0.379013,6.049025,0.120589,0.303654,0.512805,11.755280,0.177659,0.123855,1.825516,0.173189,0.319796,0.312679,0.219816,0.170891,0.198590,1.304850
6,11.127052,0.310015,6.015372,0.119987,0.294376,0.495402,11.631686,0.175741,0.122165,1.817039,0.156448,0.316876,0.334764,0.183867,0.165143,0.194156,1.275740
7,11.226265,0.347413,5.968943,0.144673,0.296495,0.497087,11.874027,0.170095,0.123833,1.770765,0.168067,0.319643,0.338680,0.158225,0.153164,0.204077,1.259388
8,11.191916,0.417300,5.989029,0.142272,0.287426,0.481638,11.551796,0.174155,0.120756,1.760891,0.170141,0.326233,0.368055,0.167643,0.205889,0.171977,1.334919
9,10.669331,0.352029,5.933620,0.170017,0.231890,0.397081,10.445763,0.187681,0.134884,1.856252,0.174362,0.314559,0.295279,0.181484,0.145871,0.175439,1.291475
10,10.774830,0.377336,5.822646,0.180099,0.219934,0.375229,11.209944,0.176112,0.130165,1.744838,0.196938,0.321786,0.279412,0.237173,0.129724,0.208711,1.297554
11,10.720829,0.494979,5.886275,0.194804,0.205549,0.352248,10.444809,0.183917,0.131858,1.692896,0.202555,0.324975,0.258117,0.241151,0.122136,0.183988,1.321599
12,10.828920,0.488358,5.875116,0.204572,0.192529,0.333013,10.883116,0.189443,0.137613,1.671298,0.173537,0.319140,0.280054,0.167047,0.142257,0.137613,1.316746
13,10.254131,0.447642,5.874650,0.205987,0.174324,0.304414,9.257090,0.195710,0.130250,1.735503,0.203265,0.326441,0.270748,0.226622,0.094820,0.173347,1.313704
14,10.485913,0.426831,5.700351,0.197106,0.165515,0.291572,10.853946,0.183209,0.126621,1.743201,0.183145,0.322930,0.253908,0.208485,0.115026,0.207995,1.256645
15,10.580688,0.446735,5.928847,0.216325,0.171227,0.297996,10.155402,0.202980,0.120919,1.739199,0.171754,0.331801,0.273619,0.172413,0.102473,0.180043,1.254198
16,10.177526,0.367152,5.798160,0.191888,0.162016,0.282300,9.753815,0.197842,0.116658,1.803649,0.219306,0.330556,0.248430,0.265477,0.079420,0.174415,1.335465
17,10.268414,0.326772,5.837295,0.200434,0.155353,0.270167,10.133481,0.193697,0.106497,1.836100,0.183337,0.329805,0.244364,0.202631,0.081378,0.187400,1.255135
18,10.174273,0.376072,5.774799,0.196985,0.144353,0.252967,9.967631,0.195971,0.106528,1.877285,0.184586,0.323781,0.230447,0.207409,0.098271,0.161520,1.289799
19,10.214067,0.424751,5.905647,0.206282,0.142424,0.248869,9.479375,0.202045,0.099274,1.815336,0.179164,0.336171,0.226831,0.166051,0.076547,0.205089,1.209614
20,10.331621,0.466383,5.843090,0.198986,0.141311,0.247495,10.017006,0.195226,0.097248,1.820361,0.180948,0.333646,0.237569,0.180167,0.058357,0.205167,1.210283
21,10.227750,0.456146,5.824087,0.206816,0.130184,0.228889,9.829142,0.196336,0.096701,1.790343,0.193065,0.327297,0.218056,0.218896,0.062089,0.239150,1.204398
22,10.177050,0.405288,5.842649,0.206594,0.129440,0.226680,9.759197,0.200372,0.098671,1.834815,0.193901,0.338330,0.225855,0.217306,0.064739,0.112369,1.336379
23,9.997776,0.426523,5.866750,0.207100,0.129011,0.223615,9.085508,0.197062,0.083757,1.797728,0.187272,0.331382,0.212876,0.187785,0.065230,0.204923,1.218599
