,fold,epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_precision,val_recall,val_f1,val_iou,val_dice,val_hd95,val_asd
best_epoch,6.0,62.0,0.10731040530426558,0.08220426525388445,0.9764712757842485,0.9827701629152896,0.9519419403276911,0.9599789650378888,0.9539405882522439,0.9145516479897485,0.9539405932407474,24.345674514770508,5.153957843780518
mean,6.0,32.0,0.20680309922581186,0.20452271956029666,0.9458136461721922,0.9529544583312322,0.8899122275373269,0.798851851964975,0.8141242756058598,0.7597176016769401,0.8141242800016301,50.69092632929484,inf
median,6.0,32.0,0.16574366252089656,0.12798740821225302,0.96814698673958,0.9766681005082964,0.9496297910023737,0.9378098076555725,0.9386963273393286,0.8878674149325649,0.938696332319929,36.74994087219238,8.315871238708496
