,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall
best_epoch,18.0,0.4076968742453534,0.42907519936561583,0.865424430641822,0.85,0.9260805332233905,0.9051724137931035,0.7931034482758621
mean,12.5,0.49422442438203024,0.5041653920482431,0.7999482401656315,0.8083333333333332,0.8575465539751255,0.8604931405265109,0.7895114942528737
median,12.5,0.4868835769362331,0.4774865133066972,0.815734989648033,0.8333333333333334,0.8780577887720744,0.8827864293659622,0.7931034482758621
