prediction,acc,auc,precision,recall,f1,best_thr,fold_mean_auc,fold_std_auc
blend_prob,0.857379767827529,0.9301346615828798,0.8745387453874539,0.8200692041522492,0.8464285714285714,0.5458409786224365,0.933140773733529,0.009990669584332965
model_prob,0.8524046434494196,0.9263714103100963,0.8968253968253969,0.7820069204152249,0.8354898336414048,0.71240234375,0.934869817544272,0.012403482727436056
logreg_prob,0.8540630182421227,0.9256936944879113,0.8576512455516014,0.8339100346020761,0.8456140350877193,0.514645516872406,0.9293321146672484,0.009091369097617628
