epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,val_precision,val_recall,val_f1,best_thr
1,0.6426363713513766,0.5123714634702226,0.6970954356846473,0.7851239669421488,0.7520790200138027,0.8579825041006014,0.8113207547169812,0.7288135593220338,0.7678571428571429,0.5546875
2,0.5345375983052234,0.4733734834046403,0.8008298755186722,0.8016528925619835,0.854830917874396,0.8963914707490431,0.7692307692307693,0.847457627118644,0.8064516129032258,0.239501953125
3,0.4589178923254686,0.4351584587461692,0.8506224066390041,0.8347107438016529,0.8976190476190475,0.9051394204483324,0.8,0.8813559322033898,0.8387096774193549,0.278076171875
4,0.4180685111719543,0.46112183019642,0.8547717842323651,0.8181818181818182,0.9119651483781918,0.9075997813012575,0.7681159420289855,0.8983050847457628,0.828125,0.14990234375
5,0.3990810587693052,0.44557895492916266,0.8609958506224067,0.8347107438016529,0.9168391994478949,0.9073264078731547,0.8,0.8813559322033898,0.8387096774193549,0.2252197265625
6,0.36970883178142094,0.46284810706111024,0.8817427385892116,0.8347107438016529,0.9261818495514148,0.9133406232914161,0.7910447761194029,0.8983050847457628,0.8412698412698413,0.1336669921875
7,0.3745482042740984,0.47372350281427716,0.8672199170124482,0.859504132231405,0.9224896480331263,0.919218151995626,0.8181818181818182,0.9152542372881356,0.864,0.11737060546875
8,0.39025130595903673,0.440799591216174,0.8589211618257261,0.8512396694214877,0.9103002070393375,0.915390924002187,0.8059701492537313,0.9152542372881356,0.8571428571428571,0.1600341796875
9,0.3687236305341681,0.4623123990171704,0.8755186721991701,0.8429752066115702,0.9252760524499656,0.9114270092946966,0.7941176470588235,0.9152542372881356,0.8503937007874016,0.12115478515625
10,0.3459791798314613,0.5367585596097403,0.8921161825726142,0.8181818181818182,0.931262939958592,0.9026790595954074,0.8032786885245902,0.8305084745762712,0.8166666666666667,0.10174560546875
11,0.3461101051435431,0.4375892748271138,0.8900414937759336,0.8429752066115702,0.9335662525879918,0.9141607435757244,0.8333333333333334,0.847457627118644,0.8403361344537815,0.291748046875
12,0.3545258423599465,0.47563643220904445,0.8755186721991701,0.8347107438016529,0.9324620427881297,0.9137506834335702,0.8,0.8813559322033898,0.8387096774193549,0.12200927734375
13,0.3111188133475197,0.4708450462145746,0.8962655601659751,0.8347107438016529,0.9500086266390615,0.9140240568616731,0.7671232876712328,0.9491525423728814,0.8484848484848485,0.09808349609375
