,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,val_precision,val_recall,val_f1,best_thr
best_epoch,7.0,0.3745482042740984,0.47372350281427716,0.8672199170124482,0.859504132231405,0.9224896480331263,0.919218151995626,0.8181818181818182,0.9152542372881356,0.864,0.11737060546875
mean,7.0,0.4087851803965018,0.46831670028583233,0.8539738270028727,0.8302606484424666,0.9049908424908424,0.906033141270976,0.7970551666245899,0.876140808344198,0.8336043720633715,0.19947697566105768
median,7.0,0.3745482042740984,0.46284810706111024,0.8672199170124482,0.8347107438016529,0.9224896480331263,0.9114270092946966,0.8,0.8813559322033898,0.8387096774193549,0.14990234375
