,fold,epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_precision,val_recall,val_f1,val_iou,val_dice
best_epoch,5.0,80.0,0.2758132994174957,0.3518665134906769,0.9358146071434021,0.9024301957110069,0.7815569064391196,0.936091866213073,0.8349258130264791,0.72992887659965,0.8349258178624727
mean,5.0,40.5,0.4100148977153003,0.4835086574405432,0.7923662006482483,0.787972265749483,0.6099039043839114,0.9525900700015739,0.7097287716023774,0.5717247470642639,0.7097287760820284
median,5.0,40.5,0.4024632707238197,0.4442300081253052,0.87389095723629,0.8529547243701316,0.6520590925521947,0.9451961405889912,0.7527688233946352,0.60921531806667,0.7527688280962825
