epoch,g_total,g_adv,g_recon,g_fm,g_tv,g_lap,g_ms,g_stats,g_texstats,d_loss,val_l1,val_edge,val_lap,val_stats,val_texstats,val_ssim,val_score
1,18.794323,0.148018,11.722182,0.181566,0.607891,1.021467,16.819633,0.429128,0.672965,2.013953,0.165375,0.336022,0.421799,0.151219,0.096610,0.138642,1.417024
2,10.079143,0.151192,5.803438,0.133126,0.259312,0.436263,14.741910,0.165068,0.114448,1.898814,0.161374,0.317504,0.310551,0.203940,0.157496,0.194225,1.413103
3,10.311563,0.323193,5.853024,0.153696,0.251749,0.424223,14.703848,0.173795,0.116335,1.847567,0.161707,0.314530,0.318047,0.190967,0.149159,0.189204,1.402855
4,10.141696,0.297627,5.786219,0.144033,0.243009,0.408360,14.558546,0.169761,0.115783,1.850834,0.159631,0.318486,0.342046,0.152984,0.160109,0.162596,1.413350
5,9.953231,0.201541,5.778085,0.120145,0.238251,0.401503,14.350413,0.171102,0.112086,1.837965,0.170825,0.316948,0.289781,0.218659,0.145337,0.189681,1.423208
6,10.167248,0.369071,5.807789,0.150592,0.230946,0.388049,14.394775,0.171438,0.110137,1.799915,0.155614,0.318018,0.286807,0.196764,0.156300,0.213273,1.375062
7,9.760855,0.271812,5.704761,0.152958,0.206177,0.351145,13.616848,0.169762,0.116962,1.799607,0.165793,0.319456,0.255222,0.186181,0.131655,0.183932,1.377873
8,9.450176,0.328751,5.665351,0.152298,0.174709,0.302753,12.248096,0.171922,0.127631,1.860412,0.168018,0.327343,0.247588,0.170314,0.164660,0.215188,1.362149
9,9.853608,0.386304,5.740422,0.186812,0.183860,0.316130,13.356432,0.176699,0.122515,1.880824,0.154776,0.314864,0.278808,0.183920,0.146547,0.196123,1.370363
10,9.830969,0.426562,5.731320,0.197353,0.182803,0.313191,13.056384,0.174975,0.119265,1.733916,0.184575,0.315095,0.246967,0.228686,0.124346,0.140759,1.464712
11,9.622543,0.397921,5.738162,0.191279,0.163428,0.286074,12.234514,0.181905,0.129336,1.762034,0.195993,0.311294,0.224783,0.261225,0.105015,0.156891,1.463518
12,9.496911,0.377632,5.757456,0.192520,0.150335,0.264375,11.793755,0.183853,0.124997,1.736063,0.170703,0.317975,0.226436,0.190650,0.153868,0.175305,1.404369
13,9.581120,0.446665,5.754382,0.196073,0.145328,0.256492,12.037889,0.181224,0.117701,1.678843,0.183551,0.318717,0.227119,0.201643,0.105726,0.145128,1.418030
14,9.321253,0.375568,5.793019,0.184578,0.139284,0.247328,10.958841,0.184517,0.113747,1.750075,0.192736,0.322887,0.228407,0.229392,0.066992,0.176688,1.388144
15,9.447161,0.373189,5.799256,0.185584,0.132900,0.236116,11.753700,0.188529,0.109308,1.804055,0.180533,0.321547,0.219642,0.190692,0.072159,0.142143,1.380912
16,9.258833,0.387839,5.813324,0.193926,0.127572,0.227933,10.725968,0.180013,0.100317,1.776355,0.177386,0.325253,0.216004,0.175713,0.069871,0.186759,1.319131
17,9.333178,0.446321,5.817216,0.196145,0.123902,0.220958,10.860379,0.185536,0.093076,1.765335,0.174873,0.326786,0.240023,0.170270,0.071322,0.166979,1.340267
18,9.356919,0.376098,5.840264,0.198871,0.124606,0.222963,11.159611,0.188355,0.096909,1.824409,0.171339,0.327466,0.216290,0.166287,0.063814,0.186957,1.301066
19,9.370525,0.445558,5.869090,0.203096,0.120171,0.215792,10.739639,0.189892,0.095261,1.767442,0.159741,0.312014,0.202341,0.168763,0.093862,0.194888,1.300251
20,9.219976,0.407221,5.791081,0.190498,0.117206,0.209959,10.783773,0.183897,0.091504,1.763196,0.185412,0.326230,0.205109,0.194178,0.061579,0.137854,1.381365
21,9.062521,0.446425,5.746519,0.198970,0.116534,0.210774,9.885584,0.179938,0.094407,1.766899,0.201167,0.317261,0.218691,0.240392,0.076144,0.189754,1.395673
22,9.093156,0.328287,5.801682,0.194588,0.113787,0.207319,10.342099,0.189368,0.101072,1.857727,0.165403,0.316911,0.207164,0.179546,0.075723,0.203446,1.293898
23,9.193675,0.406327,5.877703,0.200699,0.117826,0.211629,10.076973,0.190266,0.083314,1.757938,0.184118,0.320390,0.204894,0.221904,0.109947,0.235231,1.342224
24,9.206057,0.354176,5.832738,0.198211,0.116761,0.211728,10.606493,0.192050,0.094044,1.836280,0.185819,0.315636,0.195445,0.232785,0.082997,0.189797,1.372812
25,9.402321,0.492824,5.888916,0.199839,0.115482,0.206745,10.668653,0.196481,0.087284,1.720732,0.189330,0.353696,0.222943,0.194873,0.061208,0.155214,1.379218
26,8.951324,0.418080,5.780263,0.197489,0.113506,0.202316,9.439081,0.179395,0.081986,1.768841,0.184141,0.319999,0.195011,0.215615,0.074082,0.166307,1.374594
27,9.265579,0.441234,5.846976,0.191682,0.113523,0.202613,10.588305,0.189742,0.087663,1.829683,0.201117,0.329811,0.199883,0.238683,0.052089,0.140110,1.422151
28,9.018009,0.436947,5.828296,0.199593,0.113407,0.200411,9.407639,0.187465,0.077205,1.754605,0.169187,0.328648,0.194947,0.165099,0.061896,0.163254,1.314417
29,9.095848,0.470706,5.809186,0.195401,0.110956,0.198695,9.720771,0.191497,0.084177,1.790409,0.170695,0.317728,0.205175,0.185098,0.084795,0.230653,1.283306
30,9.146973,0.466443,5.855915,0.192466,0.116282,0.203686,9.822813,0.185065,0.079434,1.731041,0.175715,0.322961,0.212147,0.181084,0.065063,0.173114,1.329971
31,9.078753,0.458221,5.806866,0.191434,0.115297,0.201321,9.786471,0.183667,0.082270,1.732965,0.168522,0.322304,0.206043,0.185147,0.074823,0.162777,1.342320
32,9.460793,0.495409,5.960069,0.200183,0.118370,0.206571,10.594624,0.197629,0.083943,1.815831,0.171423,0.315580,0.205419,0.191040,0.113002,0.183618,1.357983
33,9.205633,0.438966,5.903230,0.192158,0.116533,0.202696,9.968739,0.193182,0.080753,1.777310,0.157196,0.312301,0.194949,0.186282,0.100190,0.212209,1.297458
34,9.240339,0.392640,5.914745,0.207695,0.117350,0.202968,10.229259,0.193326,0.082437,1.800640,0.169348,0.337067,0.205937,0.178303,0.057711,0.168872,1.321104
35,9.144847,0.426227,5.911710,0.206992,0.118276,0.201776,9.668666,0.187948,0.072368,1.783773,0.181771,0.322541,0.211271,0.211676,0.094661,0.151725,1.405231
36,9.193695,0.477107,5.864653,0.198694,0.115542,0.199309,9.989792,0.186431,0.076303,1.752186,0.173307,0.318963,0.195586,0.191990,0.080107,0.201983,1.313938
37,9.186223,0.516246,5.832456,0.200956,0.115835,0.199208,9.907089,0.184245,0.077244,1.741458,0.173000,0.327947,0.197915,0.176366,0.072397,0.168251,1.331324
38,9.210730,0.511825,5.873280,0.206822,0.116355,0.197942,9.836231,0.181314,0.077619,1.692928,0.187372,0.340316,0.196922,0.207024,0.054020,0.154718,1.371498
39,9.021193,0.362374,5.930618,0.202663,0.117036,0.199131,9.239488,0.193157,0.073048,1.815534,0.179413,0.331696,0.199277,0.204480,0.064472,0.179208,1.344136
40,9.087347,0.455895,5.877079,0.199589,0.116048,0.196913,9.441515,0.187988,0.077753,1.762834,0.167536,0.315590,0.188818,0.195621,0.086114,0.164019,1.351204
41,9.080700,0.432510,5.894851,0.196727,0.114818,0.195171,9.552961,0.183904,0.072271,1.751420,0.155040,0.313021,0.185645,0.188396,0.099502,0.200417,1.305787
42,9.461077,0.446120,5.995162,0.204848,0.118964,0.201887,10.775112,0.196794,0.073768,1.782643,0.200251,0.350128,0.198721,0.227417,0.053974,0.147600,1.410434
