,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,val_precision,val_recall,val_f1,best_thr
best_epoch,11.0,0.5389864736598385,0.4033971227267209,0.890495867768595,0.8823529411764706,0.9422310756972111,0.9430272108843538,0.9565217391304348,0.7857142857142857,0.8627450980392157,0.93408203125
mean,10.0,0.5342227125871746,0.46828205569711917,0.8918007829491081,0.8752764263600178,0.9402808913431434,0.9202843418068982,0.8576112726537873,0.8843984962406014,0.8693730314628341,0.6384534333881579
median,10.0,0.5389864736598385,0.4509608622389932,0.890495867768595,0.8823529411764706,0.9422310756972111,0.9244614512471655,0.8571428571428571,0.8928571428571429,0.875,0.6591796875
