,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,val_precision,val_recall,val_f1,best_thr
best_epoch,13.0,0.4808454673644925,0.6640433951461014,0.9152892561983471,0.8487394957983193,0.9535299145299144,0.9251420454545454,0.8936170212765957,0.7636363636363637,0.8235294117647058,0.9736328125
mean,11.0,0.5157791570045966,0.5312120170042175,0.8999409681227862,0.8491396558623452,0.9435380545380544,0.9086106601731603,0.8472687642738467,0.8311688311688311,0.8354560774863855,0.5720505487351191
median,11.0,0.49603440113796676,0.5222021503796598,0.9049586776859504,0.8487394957983193,0.9535299145299144,0.9125000000000001,0.8627450980392157,0.8181818181818182,0.8363636363636363,0.8203125
