epoch,g_total,g_adv,g_recon,d_loss,val_l1
51,4.486687,1.247142,3.239544,0.513902,0.182641
52,4.483628,1.241733,3.241895,0.621055,0.171613
53,3.548790,0.058471,3.490319,0.720179,0.171985
54,3.341363,-0.350249,3.691612,0.742949,0.182149
55,4.174243,1.061963,3.112280,1.036226,0.183369
56,4.055308,0.843774,3.211535,0.732961,0.173862
57,4.004166,0.528502,3.475664,0.772648,0.200060
58,4.527519,1.206673,3.320846,0.843090,0.203653
59,3.910115,0.513266,3.396849,0.854179,0.206138
60,4.152510,0.848463,3.304047,0.913416,0.164584
61,3.200442,-0.327216,3.527659,0.922193,0.182402
62,2.602334,-0.879672,3.482006,1.011344,0.208720
63,2.117789,-1.396047,3.513836,0.974764,0.264175
64,2.678612,-0.939785,3.618396,1.007220,0.265699
65,2.708875,-0.780706,3.489581,0.999844,0.196310
66,1.784286,-1.853397,3.637683,0.843055,0.198433
67,2.123041,-1.234603,3.357644,0.760758,0.223066
68,2.768275,-0.667845,3.436120,0.932819,0.171163
69,3.369703,-0.586607,3.956309,0.854241,0.172693
70,2.593287,-1.335319,3.928605,0.827029,0.200212
71,2.639845,-0.975671,3.615516,0.784457,0.251224
72,2.543589,-1.094988,3.638577,1.024527,0.171702
73,1.330825,-1.915970,3.246795,0.725047,0.183729
74,2.474651,-0.858439,3.333090,1.045210,0.167821
75,2.345536,-1.918527,4.264063,0.538566,0.205362
76,3.133451,-0.311725,3.445176,1.300639,0.209867
77,3.404785,-0.207872,3.612657,1.145272,0.197112
78,2.210744,-1.302445,3.513189,0.814281,0.172874
79,0.802002,-3.429275,4.231277,0.550321,0.166458
80,2.079318,-1.564596,3.643914,0.870445,0.170182
81,0.380444,-3.672703,4.053146,0.546564,0.180504
82,2.175390,-1.492226,3.667616,0.939040,0.202598
83,2.339621,-1.072559,3.412179,0.849425,0.173820
84,2.426788,-1.441589,3.868376,0.781816,0.171350
85,2.631996,-0.645509,3.277504,1.375920,0.197256
86,2.307010,-1.053849,3.360859,0.972899,0.163784
87,2.950844,-0.726991,3.677835,0.939673,0.193588
88,2.093651,-1.183237,3.276888,1.056459,0.188918
89,1.726904,-1.728162,3.455066,0.856205,0.192182
90,1.400287,-2.306863,3.707150,0.741366,0.232640
91,1.669345,-2.164880,3.834225,0.767136,0.198495
92,2.757226,-1.548974,4.306200,0.693293,0.172433
93,2.662496,-1.592610,4.255106,0.687894,0.249228
94,3.444169,-0.492470,3.936639,1.080447,0.275602
95,3.248622,-1.042791,4.291413,0.756318,0.194495
96,2.189951,-1.817345,4.007296,0.915094,0.178957
97,3.308954,0.078536,3.230418,1.169687,0.278692
98,1.689147,-1.544995,3.234143,0.678826,0.228472
99,1.123221,-2.622148,3.745369,0.489567,0.212133
100,1.320492,-2.321206,3.641697,0.615486,0.245700
101,1.583969,-2.690262,4.274231,0.502440,0.242214
102,1.631469,-1.976945,3.608414,0.902191,0.175301
103,3.511075,-1.104401,4.615476,0.707963,0.310415
104,2.470719,-0.957927,3.428647,0.979421,0.239697
105,2.120140,-1.188344,3.308485,0.967988,0.174282
106,1.871474,-2.151493,4.022967,0.755034,0.174521
107,1.901148,-1.796395,3.697543,0.663150,0.201167
108,1.225981,-2.085757,3.311738,0.896870,0.161406
109,0.081963,-3.471540,3.553503,0.532517,0.165259
110,0.020357,-3.362066,3.382422,0.613346,0.171284
111,-0.636479,-4.095791,3.459312,0.249148,0.177562
112,-0.242123,-4.104172,3.862049,0.248563,0.279330
113,0.292790,-3.152930,3.445719,0.713297,0.174624
114,0.502056,-2.929836,3.431891,0.779650,0.171389
115,0.450056,-3.523286,3.973342,0.521743,0.238612
116,1.576523,-2.923475,4.499998,0.476202,0.200033
117,1.212533,-2.698767,3.911300,0.587898,0.265835
118,2.226424,-1.113733,3.340157,1.160672,0.184273
119,2.061649,-1.087260,3.148909,1.018432,0.167487
120,2.155494,-1.659908,3.815402,0.901283,0.159721
121,2.587198,-0.889875,3.477072,1.039664,0.194926
122,2.700604,-0.681951,3.382555,0.987333,0.238305
123,2.093303,-1.536893,3.630196,0.695192,0.186859
124,1.798795,-1.851303,3.650098,0.793913,0.174156
125,0.399673,-3.820763,4.220436,0.239182,0.300473
126,2.442537,-1.739127,4.181664,0.720919,0.249980
127,2.194188,-1.769622,3.963809,0.515046,0.227042
128,1.192252,-2.925913,4.118165,0.263113,0.310395
129,0.866484,-3.024261,3.890745,0.430060,0.252730
130,1.848786,-2.828731,4.677516,0.261601,0.409415
131,2.689060,-0.676793,3.365853,1.219693,0.192775
132,1.936768,-1.627775,3.564542,0.898103,0.186583
133,1.147426,-2.428687,3.576113,0.751012,0.172377
134,1.241488,-2.306903,3.548391,0.657928,0.228372
135,-0.540844,-3.984116,3.443271,0.116656,0.182519
136,-0.767042,-4.107113,3.340072,0.198414,0.174072
137,-0.118811,-3.598778,3.479966,0.405976,0.164649
138,0.048526,-3.344838,3.393364,0.629405,0.173291
139,0.103463,-3.300265,3.403728,0.470422,0.211677
140,0.622764,-3.017308,3.640072,0.707066,0.183123
141,1.291717,-2.050572,3.342289,0.770629,0.211179
142,-0.612227,-4.352343,3.740116,0.067145,0.344046
143,-0.166785,-3.683999,3.517214,0.609860,0.220874
144,-0.584766,-4.003914,3.419148,0.463442,0.163501
145,-1.536743,-5.035935,3.499192,0.231722,0.166988
146,-2.340279,-5.948331,3.608052,0.078116,0.172044
147,-2.089139,-5.720542,3.631403,0.135662,0.195008
148,-1.583577,-5.278279,3.694702,0.339898,0.235457
149,-1.143394,-5.104815,3.961421,0.289387,0.204590
150,-1.021131,-4.986983,3.965852,0.235335,0.208785
151,-1.120745,-5.041248,3.920504,0.170486,0.235824
152,-1.299289,-5.181978,3.882689,0.118491,0.193992
153,-1.441531,-5.520415,4.078884,0.195835,0.247582
154,-1.790806,-5.730709,3.939903,0.193457,0.240440
155,-1.641163,-5.786640,4.145477,0.192317,0.267331
156,-2.143034,-6.274951,4.131917,0.111930,0.202184
157,-2.514001,-6.507617,3.993615,0.087489,0.241353
158,-2.534531,-6.595204,4.060673,0.055833,0.190673
159,-2.721623,-6.875917,4.154295,0.075237,0.206286
160,-2.150039,-6.245215,4.095177,0.158785,0.228565
161,-2.398847,-6.403875,4.005028,0.150809,0.189558
162,-2.372973,-6.377379,4.004406,0.119771,0.292025
163,-1.633693,-5.894488,4.260796,0.096229,0.354559
164,-1.401381,-5.621265,4.219885,0.072728,0.242198
165,-0.374250,-3.898486,3.524236,0.545647,0.176944
166,-1.616487,-5.133056,3.516569,0.428244,0.204289
167,-0.406116,-3.921262,3.515146,0.610337,0.217888
168,-0.470672,-3.828259,3.357587,0.538306,0.196328
169,-1.217586,-4.939893,3.722307,0.100288,0.173295
170,-1.349884,-5.024284,3.674400,0.362239,0.192974
171,-2.242030,-5.857811,3.615782,0.073999,0.188766
172,-1.929605,-5.723805,3.794199,0.086887,0.215749
173,-2.166392,-5.894264,3.727872,0.058132,0.221241
174,-2.053275,-5.822933,3.769659,0.208500,0.279175
175,-2.368568,-6.049860,3.681293,0.021411,0.264450
176,-2.686421,-6.269395,3.582973,0.051628,0.218043
177,-2.127065,-5.838878,3.711813,0.073772,0.275008
178,-0.940038,-5.162936,4.222898,0.092731,0.291310
179,-0.966457,-4.479124,3.512667,0.218166,0.205024
180,-1.550905,-4.736928,3.186022,0.217635,0.195226
181,-1.554116,-4.781675,3.227560,0.265406,0.172365
182,-1.614772,-4.865481,3.250709,0.383789,0.200807
183,-1.032963,-4.331712,3.298748,0.395525,0.167388
184,-1.170676,-4.730705,3.560029,0.301394,0.181062
185,-1.566061,-5.156472,3.590411,0.321076,0.171132
186,-1.981237,-5.565321,3.584084,0.336568,0.180851
187,-1.860298,-5.411425,3.551126,0.420313,0.191445
188,-1.213048,-4.800083,3.587035,0.463872,0.168832
189,-0.869155,-4.386255,3.517100,0.939102,0.186370
190,-0.835765,-4.205159,3.369394,0.654208,0.192875
191,-1.341067,-4.946227,3.605159,0.208588,0.222996
192,-1.728051,-5.350936,3.622885,0.151328,0.230100
193,-2.105208,-5.688266,3.583058,0.189433,0.226407
194,-2.291745,-5.874178,3.582433,0.072769,0.244342
195,-2.488334,-5.974198,3.485864,0.120191,0.228330
196,-1.896899,-5.642406,3.745506,0.128974,0.232134
197,-1.261504,-5.280797,4.019292,0.102568,0.276992
198,-1.834065,-5.570144,3.736078,0.070686,0.239293
199,-2.206822,-5.906794,3.699971,0.051180,0.295926
200,-2.082994,-5.714742,3.631748,0.104406,0.226751
201,-2.238532,-5.819354,3.580822,0.069220,0.228937
202,-1.958491,-5.720411,3.761920,0.085710,0.217452
203,-2.184312,-5.825311,3.640998,0.076416,0.240287
204,-1.196484,-5.285131,4.088648,0.144677,0.263414
205,-1.668158,-5.403146,3.734988,0.174262,0.232517
206,-1.578518,-5.406528,3.828011,0.161094,0.164113
207,-1.308867,-5.190265,3.881397,0.228193,0.256437
208,-1.613533,-5.441780,3.828247,0.146032,0.220303
209,-1.363470,-5.176819,3.813349,0.197276,0.244296
210,-1.320856,-5.156991,3.836135,0.199827,0.293665
211,-1.047487,-5.077695,4.030208,0.142938,0.163986
212,-1.198421,-4.956296,3.757874,0.267701,0.240171
213,-1.190986,-5.129678,3.938692,0.103703,0.240386
214,-1.031046,-5.072213,4.041167,0.216556,0.276708
215,-1.077551,-4.975049,3.897498,0.218489,0.217764
216,-1.119705,-4.999479,3.879774,0.304529,0.223113
217,-0.903036,-4.903041,4.000005,0.232142,0.288309
218,-1.018298,-4.933254,3.914956,0.115010,0.216763
219,-1.040512,-4.956970,3.916458,0.214218,0.223733
220,-1.053484,-4.947574,3.894090,0.116045,0.251276
