fold,epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_precision,val_recall,val_f1,val_iou,val_dice
2,1,0.6480867683887481,0.7055928707122803,0.6323928087949753,0.16462499999996746,0.1645980140029165,0.9999999999992573,0.28055196850145186,0.1645980140029165,0.2805519708948326
2,2,0.6256566524505616,0.7289837002754211,0.6755280673503876,0.16606640624996713,0.16481434333022124,0.9998767617052379,0.2808640784282014,0.16481116176319358,0.2808640808240546
2,3,0.6060366451740264,0.7285720467567444,0.7200153648853302,0.2088564453124587,0.16897649897833217,0.9705489053352978,0.2855917839824396,0.16810585062654126,0.2855917864699143
2,4,0.602144581079483,0.6976377129554748,0.7266672253608704,0.45563964843740995,0.20138073838082596,0.7784127404430649,0.3174877169617866,0.19064757246595557,0.31748772016165305
2,5,0.5869007289409638,0.6531533122062683,0.7540751814842224,0.7336035156248549,0.3451484687732044,0.6985518747325243,0.45870115263793215,0.3016111785315226,0.45870115699206016
2,6,0.5781146645545959,0.6125147342681885,0.7612643837928772,0.8161894531248387,0.4659976416162775,0.7064324962863722,0.5546569804940542,0.3913782066711515,0.5546569851977248
2,7,0.5778051316738129,0.5862681627273559,0.7677697658538818,0.8239873046873373,0.4885722669752729,0.8211813354892754,0.6043525821095748,0.4438159119891508,0.6043525866886997
2,8,0.5532874763011932,0.5676787495613098,0.7841191232204437,0.8206464843748378,0.4871129775888233,0.8840320786479933,0.6193361863865132,0.4603731387925242,0.6193361908629935
2,9,0.5504169166088104,0.5477471470832824,0.7796091139316559,0.819722656249838,0.48789955052536266,0.910367443540599,0.6261198524279363,0.46808513800712204,0.6261198568626893
2,10,0.546633529663086,0.5365608096122741,0.7945414841175079,0.8148095703123389,0.4828490537753933,0.9310030883812181,0.626189623447544,0.46783544128763244,0.6261896278320863
2,11,0.5360458195209503,0.5252332329750061,0.7919677555561065,0.815506835937339,0.4847710527163292,0.9371357318099955,0.629000024042061,0.4709406505259789,0.6290000284211195
2,12,0.5259998172521592,0.5237262129783631,0.8007909953594208,0.8105859374998396,0.4792731302760645,0.9485199711331516,0.6264205575019958,0.46801385453655425,0.6264205618444135
2,13,0.5219101250171662,0.517679500579834,0.8038688778877259,0.8110791015623398,0.48057521299786465,0.9520943089499896,0.628160923187657,0.4699641620725882,0.628160927527364
2,14,0.5225796639919281,0.5107670843601226,0.80072922706604,0.8124609374998394,0.4832302927418234,0.9545852234641102,0.6307813264296508,0.47293755975605173,0.6307813307718634
2,15,0.5123408377170563,0.5086949646472931,0.8052338659763336,0.81033398437484,0.4810338698044486,0.9598744773710057,0.6297948542533958,0.47178976486957747,0.6297948585796782
2,16,0.5221967548131943,0.5045834064483643,0.8058920681476593,0.8099003906248399,0.48084162084772675,0.9625103953565848,0.6301066475834158,0.47211450650450115,0.6301066519047521
2,17,0.507146567106247,0.4977629780769348,0.8094526112079621,0.8125986328123393,0.48494718606823783,0.9616857237122214,0.6333650136136622,0.47585316034843317,0.6333650179474254
2,18,0.5153013229370117,0.4929325461387634,0.8129247963428498,0.815280273437339,0.4889220856819642,0.9610357603005865,0.6366161891830698,0.4795762510189359,0.636616193529042
2,19,0.4865064173936844,0.487631231546402,0.8180805444717407,0.8140986328123391,0.487825993029391,0.9638554370515579,0.6360857469257282,0.478967172563072,0.6360857512630919
2,20,0.4825565665960312,0.4848170876502991,0.8203085720539093,0.8158017578123387,0.49033368242932057,0.9632544994822735,0.6380940463678632,0.4812844895816891,0.6380940507131534
2,21,0.48705655336380005,0.4810394704341888,0.8193288385868073,0.8184306640623383,0.49434395632800776,0.9617464634006742,0.6411154693714464,0.48481177431132866,0.641115473729672
2,22,0.488343745470047,0.4817019641399384,0.8159445583820343,0.8154218749998389,0.49049641810167,0.9659067487161972,0.6385906353720503,0.4819224439901783,0.6385906397122679
2,23,0.4899806171655655,0.47461003065109253,0.8164814174175262,0.8184589843748382,0.4950744896808422,0.9644624956543941,0.6421386792515371,0.4860244741111507,0.6421386836064997
2,24,0.47199658751487733,0.47347208857536316,0.8243674099445343,0.8179873046873385,0.49477676359361267,0.9654063166805786,0.6419558563780943,0.4858495105811825,0.641955860729865
2,25,0.47063797116279604,0.46436038613319397,0.8249399244785309,0.8246074218748372,0.5046508029027822,0.9608282791024105,0.6492804526614402,0.4942787696208883,0.6492804570471792
2,26,0.47671754360198976,0.46264392137527466,0.8265861690044403,0.824817382812337,0.5050707394787428,0.9616592233416044,0.6497934485826685,0.4948358880179805,0.6497934529683045
2,27,0.4823967725038528,0.46091432571411134,0.8182617068290711,0.8257587890623368,0.5067387484945756,0.9620088861966191,0.651202299307785,0.496470627448595,0.6512023036970072
2,28,0.47386440336704255,0.45560486912727355,0.8234343111515046,0.8290664062498362,0.5117538483206472,0.9595673032907706,0.6548633197432712,0.5006961578607732,0.6548633241496518
2,29,0.47008053958415985,0.45397618412971497,0.8266213238239288,0.829206054687336,0.5121153403704162,0.9600948501051569,0.6552173729481097,0.5010824081578122,0.6552173773543537
2,30,0.4609938502311707,0.4486097633838654,0.8316821098327637,0.8339384765623351,0.5194747643164701,0.9559705882286925,0.6604232474534693,0.5071921402505967,0.6604232518852083
2,31,0.4662268698215485,0.4513789176940918,0.8255986154079438,0.8311728515623358,0.5156905034791521,0.9597121093641268,0.6579365651291649,0.5042832945878594,0.6579365695442205
2,32,0.4538795828819275,0.446120023727417,0.8331406056880951,0.8352031249998348,0.522018585381875,0.9564752506193434,0.6624505280772687,0.5095698929878333,0.6624505325136045
2,33,0.45364261269569395,0.44418623447418215,0.8372089624404907,0.8346318359373351,0.5213671691653734,0.9577284709097789,0.6621297886310298,0.5091847692621158,0.6621297930634267
2,34,0.4509336709976196,0.44086827635765075,0.8356784582138062,0.8370751953123345,0.5252878899189585,0.9557160646139785,0.6648785184590684,0.5123753806473685,0.6648785229044373
