,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc
best_epoch,54.0,0.3143881887056251,0.3964299444968884,0.8815165876777251,0.8269230769230769,0.9526249550521395,0.9319526627218935
mean,30.5,0.4086439806903238,0.45285624246566736,0.8419431279620854,0.7951923076923075,0.9201875824044109,0.8995315581854044
median,30.5,0.386191106308693,0.416759104682849,0.8483412322274881,0.8076923076923077,0.9282182668104998,0.9127218934911243
