,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc
best_epoch,16.0,0.5018031477928162,0.44588227260787533,0.8,0.8113207547169812,0.8852191271209509,0.923076923076923
mean,13.5,0.5193173906196168,0.4966818276787358,0.795054945054945,0.7888243831640056,0.8718286069252407,0.8845605960990575
median,13.5,0.5071554697695233,0.467373641594401,0.8023809523809524,0.8113207547169812,0.8914345340713183,0.910968660968661
