,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc
best_epoch,37.0,0.35251904669262113,0.4693255300791758,0.9,0.7924528301886793,0.9507304237365031,0.8974358974358976
mean,24.0,0.4454967122883541,0.5115476778021589,0.8370820668693008,0.7912484945804897,0.9136503425761651,0.8668242710795904
median,24.0,0.41877085027240574,0.48158182962885443,0.8523809523809524,0.7924528301886793,0.9270483622175846,0.8760683760683762
