,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc
best_epoch,42.0,0.38899930885859896,0.3987764924202325,0.8761904761904762,0.8301886792452831,0.954178386716269,0.9658119658119658
mean,26.5,0.49259153816016593,0.476208868129679,0.8074175824175823,0.8283744557329462,0.8810993697347023,0.9207758053911899
median,26.5,0.45911142471290767,0.4296919838437494,0.8285714285714286,0.839622641509434,0.9082660375646492,0.9508547008547008
