,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc
best_epoch,15.0,0.490853355111669,0.5044673039362981,0.8056872037914692,0.8076923076923077,0.8936017253774263,0.914074074074074
mean,13.0,0.5202558337003699,0.5445508425052349,0.7945023696682463,0.7961538461538461,0.8749101365923796,0.8655407407407408
median,13.0,0.5098700706992669,0.5152402382630569,0.8104265402843602,0.8269230769230769,0.8917145938173975,0.8962962962962964
