epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc
1,0.6925208122244378,0.6976050596970779,0.5829383886255924,0.5,0.6546206400575333,0.7943786982248521
2,0.6711659454056437,0.6788894213162936,0.6492890995260664,0.6346153846153846,0.7636641495864797,0.75
3,0.6353143882977454,0.6431288168980525,0.7725118483412322,0.75,0.8636281912980941,0.8224852071005917
4,0.606452563362664,0.6246688182537372,0.7867298578199052,0.6730769230769231,0.9011147069399497,0.8535502958579881
5,0.5977685053201648,0.6141129640432504,0.7725118483412322,0.7115384615384616,0.8674038115785689,0.8446745562130177
6,0.5774369525118461,0.5898154973983765,0.8056872037914692,0.7307692307692307,0.8841244156778137,0.8431952662721893
7,0.547288970500937,0.575309313260592,0.8436018957345972,0.75,0.9070478245235527,0.8698224852071006
8,0.5256758891575709,0.5539369010008298,0.8530805687203792,0.7884615384615384,0.9132506292700467,0.8757396449704142
9,0.5359201612065754,0.5465610141937549,0.7914691943127962,0.7884615384615384,0.8765731751168644,0.8683431952662721
10,0.4881120197015916,0.531836619743934,0.8341232227488151,0.7884615384615384,0.9215210355987055,0.8772189349112427
11,0.4880492156150782,0.5201252057002141,0.8578199052132701,0.8076923076923077,0.9042610571736786,0.8683431952662721
12,0.4826978936579555,0.5124249504162715,0.8199052132701422,0.75,0.9020136641495865,0.8727810650887574
13,0.44281027681454666,0.4987915868942554,0.8483412322274881,0.8076923076923077,0.9314095649047105,0.8979289940828403
14,0.4629140242016146,0.48579815373970914,0.8341232227488151,0.8269230769230769,0.9172060409924487,0.893491124260355
15,0.4366543259100891,0.48658694670750546,0.8530805687203792,0.7692307692307693,0.9215210355987056,0.886094674556213
16,0.3923749337546633,0.475528373168065,0.8767772511848341,0.7884615384615384,0.9515462064005753,0.886094674556213
17,0.4433796614832223,0.4615679131104396,0.8246445497630331,0.7884615384615384,0.9079467817331895,0.900887573964497
18,0.44262493956145516,0.4617987905557339,0.8104265402843602,0.7692307692307693,0.9023732470334412,0.9053254437869822
19,0.4239893326827135,0.4658698852245624,0.8199052132701422,0.7884615384615384,0.9119920891765552,0.8949704142011834
20,0.41588271116193437,0.46901599718974185,0.8104265402843602,0.7692307692307693,0.9130708378281194,0.893491124260355
21,0.398013684421919,0.4433745180185025,0.8293838862559242,0.8269230769230769,0.9288924847177275,0.9023668639053255
22,0.3645801511703509,0.4400433668723473,0.8720379146919431,0.7884615384615384,0.9503775620280475,0.8979289940828402
23,0.41178716147115446,0.4371536672115326,0.8246445497630331,0.7692307692307693,0.9121718806184825,0.900887573964497
24,0.41553941637418845,0.43624963668676525,0.8199052132701422,0.8076923076923077,0.9119021934555915,0.9053254437869822
25,0.3941262149697796,0.42922107531474185,0.8483412322274881,0.8269230769230769,0.9226896799712333,0.9127218934911243
26,0.32680207137812933,0.42498355645399827,0.9241706161137441,0.8269230769230769,0.9608054656598346,0.9112426035502958
27,0.34886758191890627,0.4285908375795071,0.9052132701421801,0.8269230769230769,0.9535239122617765,0.908284023668639
28,0.38646532884706253,0.41711480113176197,0.8530805687203792,0.8076923076923077,0.9270945702984538,0.9171597633136095
29,0.3961037167864388,0.4251744815936455,0.8341232227488151,0.8076923076923077,0.9161272923408846,0.908284023668639
30,0.4026250152791281,0.416403408233936,0.8151658767772512,0.8076923076923077,0.9144192736425747,0.9127218934911243
31,0.3696077879147507,0.41844251637275404,0.8436018957345972,0.8461538461538461,0.9280834232290542,0.9127218934911243
32,0.38075294342086213,0.3994853737262579,0.8388625592417062,0.8269230769230769,0.9273642574613449,0.918639053254438
33,0.38591688377032346,0.4066787109925197,0.8199052132701422,0.8269230769230769,0.9220604099244876,0.9186390532544378
34,0.3617796892238454,0.4036062371272307,0.8625592417061612,0.7884615384615384,0.9354548723480762,0.9186390532544378
35,0.32747732025187165,0.399560354076899,0.8862559241706162,0.8269230769230769,0.9524451636102121,0.915680473372781
36,0.3193092029806562,0.4026385476956001,0.8862559241706162,0.8269230769230769,0.9556814095649047,0.915680473372781
37,0.34625498336073346,0.4006483606421031,0.8483412322274881,0.8076923076923077,0.941477885652643,0.9156804733727811
38,0.3547441496103296,0.4154881193087651,0.8436018957345972,0.8076923076923077,0.935814455231931,0.9201183431952662
39,0.34150544275039746,0.40194995873249495,0.8767772511848341,0.8076923076923077,0.9430960086299892,0.9201183431952663
40,0.39164865016937256,0.393521595459718,0.8436018957345972,0.8461538461538461,0.9154980222941387,0.9245562130177515
41,0.32251436619962,0.39381373157868016,0.9004739336492891,0.8269230769230769,0.9492988133764834,0.9201183431952663
42,0.3274253214140074,0.38946469815877766,0.9052132701421801,0.8269230769230769,0.9494786048184106,0.9215976331360947
43,0.32382073843083675,0.39289415226532864,0.8720379146919431,0.7884615384615384,0.953344120819849,0.918639053254438
44,0.4021420435035398,0.39828875202399033,0.8104265402843602,0.8269230769230769,0.9051600143833154,0.9245562130177515
45,0.3981121761538971,0.398893735729731,0.8199052132701422,0.8269230769230769,0.9080366774541532,0.923076923076923
46,0.31650817111770124,0.3985380816918153,0.9052132701421801,0.8269230769230769,0.9539733908665948,0.9112426035502958
47,0.3628899842076957,0.4091401163202066,0.8625592417061612,0.7884615384615384,0.9295217547644731,0.9156804733727811
48,0.34242552448222985,0.40471500616807204,0.8578199052132701,0.8076923076923077,0.9423768428622796,0.9171597633136095
49,0.3080646675344892,0.397786598939162,0.9004739336492891,0.8269230769230769,0.9586479683567063,0.9171597633136095
50,0.3300580693082222,0.38812339305877686,0.8672985781990521,0.8269230769230769,0.9460625674217907,0.9260355029585798
51,0.2946312199412929,0.39213141798973083,0.9004739336492891,0.8461538461538461,0.9670082704063288,0.923076923076923
52,0.34169030373130366,0.40270877801454985,0.8672985781990521,0.8269230769230769,0.9402193455591514,0.9171597633136095
53,0.32510215877356685,0.3879636228084564,0.8720379146919431,0.8461538461538461,0.9515462064005753,0.9245562130177515
54,0.3143881887056251,0.3964299444968884,0.8815165876777251,0.8269230769230769,0.9526249550521395,0.9319526627218935
55,0.3371040499040866,0.39593366304269206,0.8625592417061612,0.8269230769230769,0.9452535059331175,0.9230769230769231
56,0.35142781073448215,0.4009510760123913,0.8246445497630331,0.8269230769230769,0.9330276878820568,0.915680473372781
57,0.3585729617360644,0.40503976895258975,0.8578199052132701,0.8076923076923077,0.9306005034160374,0.918639053254438
58,0.33782768334257657,0.4006892213454613,0.8767772511848341,0.8076923076923077,0.9418374685364976,0.9127218934911243
59,0.32359051563163505,0.392673603617228,0.8862559241706162,0.8076923076923077,0.95361380798274,0.9275147928994083
60,0.3674019679639012,0.3914938339820275,0.8625592417061612,0.8269230769230769,0.9283531103919453,0.9260355029585798
