fold,check,warns_on_overlap,overlap_count,example_values
5,image_id_only_overlap_info,False,30,103; 105; 125; 126; 133; 135; 144; 146; 149; 153
5,class_image_id_overlap,True,0,
5,image_path_overlap,True,0,
5,derived_class_image_group_overlap,True,0,
