prediction,acc,auc,precision,recall,f1,best_thr,used_thr,fold_mean_auc,fold_std_auc
blend_prob,0.8623548922056384,0.9345976682167809,0.8626760563380281,0.8477508650519031,0.8551483420593369,0.5798733830451965,0.5798733830451965,0.9373852332843482,0.009453200818365827
logreg_prob,0.8540630182421227,0.9256936944879113,0.8576512455516014,0.8339100346020761,0.8456140350877193,0.514645516872406,0.514645516872406,0.9293321146672484,0.009091369097617628
model_prob,0.8623548922056384,0.9225585700747141,0.8527397260273972,0.8615916955017301,0.8571428571428571,0.52734375,0.52734375,0.937828436230961,0.014367614871916798
