epoch,is_pretrain_eval,train_loss,val_loss,train_acc,val_acc,val_acc_train_thr,train_auc,val_auc,val_precision,val_recall,val_f1,train_best_thr,val_best_thr,val_used_train_thr
0,True,0.6935912529627483,0.7012003970340015,0.5541666666666667,0.5365853658536586,0.4715447154471545,0.5202067669172932,0.4528027498677948,0.6666666666666666,0.13114754098360656,0.2191780821917808,0.53369140625,0.55224609375,0.53369140625
1,False,0.6261922349532445,0.47260971791375944,0.7020833333333333,0.8373983739837398,0.8130081300813008,0.7646285853522696,0.891195134849286,0.8360655737704918,0.8360655737704918,0.8360655737704918,0.494140625,0.5205078125,0.494140625
2,False,0.5135219996174176,0.41337021216144404,0.8,0.8373983739837398,0.8292682926829268,0.8725111389585074,0.9122157588577472,0.8153846153846154,0.8688524590163934,0.8412698412698413,0.47412109375,0.454345703125,0.47412109375
3,False,0.47420257826646167,0.40119630873687867,0.8125,0.8536585365853658,0.8455284552845529,0.8867481203007519,0.9181649920676891,0.864406779661017,0.8360655737704918,0.85,0.5400390625,0.61474609375,0.5400390625
4,False,0.4296317234635353,0.39086255770388656,0.85625,0.8699186991869918,0.8617886178861789,0.9069374825953774,0.9217345319936541,0.8688524590163934,0.8688524590163934,0.8688524590163934,0.58642578125,0.63232421875,0.58642578125
5,False,0.41339545970161756,0.39540717417631693,0.8541666666666666,0.8617886178861789,0.8455284552845529,0.9122371901977165,0.9226599682707562,0.8548387096774194,0.8688524590163934,0.8617886178861789,0.495849609375,0.55810546875,0.495849609375
6,False,0.3947834990918636,0.37863699037854265,0.8645833333333334,0.8699186991869918,0.8699186991869918,0.914978418267892,0.9337652035959809,0.8688524590163934,0.8688524590163934,0.8688524590163934,0.52587890625,0.58447265625,0.52587890625
7,False,0.39850038414200145,0.3844046704168242,0.8666666666666667,0.8699186991869918,0.8211382113821138,0.9117237538290169,0.9337652035959809,0.8571428571428571,0.8852459016393442,0.8709677419354839,0.595703125,0.326416015625,0.595703125
8,False,0.36919514822463195,0.3945472603890954,0.8729166666666667,0.8536585365853658,0.8292682926829268,0.9300682261208577,0.927815970386039,0.8412698412698413,0.8688524590163934,0.8548387096774194,0.57177734375,0.361328125,0.57177734375
9,False,0.37693719267845155,0.39430253098650675,0.8583333333333333,0.8536585365853658,0.8373983739837398,0.921479044834308,0.9328397673188789,0.8524590163934426,0.8524590163934426,0.8524590163934426,0.318603515625,0.392578125,0.318603515625
10,False,0.3637414668997129,0.38818133046956566,0.8770833333333333,0.8617886178861789,0.8455284552845529,0.9268309663046504,0.9328397673188789,0.84375,0.8852459016393442,0.864,0.5458984375,0.276123046875,0.5458984375
11,False,0.3501121992866198,0.38864024916315465,0.8833333333333333,0.8536585365853658,0.8536585365853658,0.935115566694514,0.9332363828662084,0.8307692307692308,0.8852459016393442,0.8571428571428571,0.405029296875,0.328857421875,0.405029296875
12,False,0.32944436396161714,0.3909129367126682,0.8979166666666667,0.8617886178861789,0.8373983739837398,0.9373346560846562,0.9305922792173452,0.8548387096774194,0.8688524590163934,0.8617886178861789,0.51220703125,0.350341796875,0.51220703125
