,fold,epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_precision,val_recall,val_f1,val_iou,val_dice
best_epoch,1.0,58.0,0.5295093417167663,0.5411086678504944,0.9466235041618347,0.9485322265623127,0.7998831675907085,0.9243197404407372,0.8498627839880416,0.7518900465534345,0.8498627889084228
mean,1.0,30.5,0.6966844464341798,0.7445359865824381,0.932492239276568,0.9244422200519007,0.7923097781230112,0.7250774265826727,0.7045920584818665,0.6008345301422792,0.7045920628921124
median,1.0,30.5,0.614307188987732,0.6583544909954071,0.9442889273166657,0.9437446289060635,0.8105431113196601,0.8742665273415684,0.8279479186297849,0.7194992270010808,0.8279479235618432
