epoch,g_total,g_adv,g_recon,g_fm,g_tv,g_lap,g_ms,g_stats,g_texstats,d_loss,val_l1,val_edge,val_lap,val_stats,val_texstats,val_ssim,val_score
1,21.930328,0.459367,13.738437,0.261463,0.639970,1.071428,16.423965,0.714857,0.744265,1.749673,0.212649,0.354679,0.419108,0.235849,0.116918,0.112704,1.438220
2,9.608797,0.254817,5.235012,0.112538,0.275291,0.466171,15.186253,0.170236,0.115014,1.922704,0.190179,0.339840,0.366163,0.228879,0.182250,0.143970,1.402613
3,9.433763,0.259143,5.142682,0.128486,0.254687,0.430687,14.915546,0.165880,0.113020,1.827114,0.193120,0.334666,0.324444,0.221407,0.173131,0.138875,1.391788
4,9.410606,0.277249,5.150557,0.115146,0.248200,0.419236,14.970087,0.172848,0.113543,1.903783,0.191596,0.331875,0.305434,0.239690,0.182949,0.136585,1.402411
5,9.541790,0.412239,5.100169,0.130217,0.241200,0.405622,15.222286,0.168522,0.115609,1.831323,0.189139,0.329285,0.313915,0.218696,0.164771,0.133328,1.384117
6,9.443510,0.357908,5.056598,0.123200,0.240618,0.405289,15.369555,0.165380,0.118772,1.873480,0.182272,0.328534,0.337495,0.233421,0.198456,0.155588,1.385930
7,9.550884,0.516867,5.058607,0.138501,0.230728,0.388114,14.989864,0.166290,0.116855,1.777978,0.190107,0.328104,0.292543,0.238852,0.173870,0.145833,1.382746
8,9.520678,0.461606,5.086472,0.147733,0.226870,0.380402,14.851190,0.173847,0.115472,1.783776,0.192360,0.326922,0.322796,0.214809,0.149895,0.163028,1.349040
9,9.530846,0.512665,5.094751,0.160434,0.217844,0.365516,14.507762,0.174097,0.115377,1.731585,0.209509,0.327696,0.276328,0.243026,0.155272,0.159190,1.377008
10,9.538010,0.548429,5.099421,0.165228,0.203627,0.343704,14.568999,0.172742,0.113574,1.717950,0.194310,0.330919,0.258835,0.214580,0.162621,0.164257,1.343294
11,9.154048,0.312634,5.083892,0.136704,0.189675,0.322407,14.572092,0.174011,0.115429,1.839843,0.187271,0.331195,0.253004,0.229788,0.202258,0.177647,1.351036
12,9.157434,0.410061,5.121006,0.158963,0.176721,0.303085,13.502598,0.178502,0.117899,1.809446,0.181063,0.339688,0.227490,0.234070,0.220998,0.172667,1.358172
13,9.178082,0.428768,5.125724,0.166553,0.164019,0.284826,13.607420,0.178747,0.120057,1.779678,0.198721,0.332151,0.218358,0.259683,0.213788,0.179830,1.374142
14,9.135237,0.517738,5.154137,0.182919,0.148432,0.261506,12.634408,0.173393,0.120521,1.683133,0.188528,0.332542,0.206578,0.222348,0.198934,0.167697,1.346723
15,8.745546,0.412952,5.115961,0.180370,0.134298,0.242839,11.326532,0.173092,0.122811,1.709440,0.186360,0.335641,0.199903,0.231380,0.204575,0.186056,1.332905
16,8.903297,0.459458,5.130535,0.177760,0.129673,0.235376,12.129145,0.175377,0.121945,1.709125,0.208532,0.334382,0.214603,0.280896,0.212205,0.163923,1.409172
17,8.691025,0.456583,5.013462,0.169990,0.125213,0.228751,11.800787,0.170727,0.124264,1.735172,0.204009,0.332387,0.206033,0.249276,0.178094,0.206608,1.325148
18,8.657885,0.456808,5.024502,0.177116,0.120022,0.221438,11.402136,0.178612,0.124831,1.769658,0.196890,0.323498,0.206107,0.220063,0.157138,0.136355,1.360566
19,8.678282,0.389689,5.053357,0.183040,0.122131,0.223938,11.400976,0.203601,0.124844,1.888911,0.186479,0.314294,0.212635,0.223889,0.155128,0.184572,1.302525
20,8.530755,0.388508,5.025722,0.173881,0.113666,0.212239,10.998989,0.201628,0.124975,1.728955,0.200913,0.316148,0.191500,0.258221,0.174313,0.171893,1.353039
21,8.566761,0.407796,5.067730,0.175250,0.115883,0.214504,10.947927,0.188484,0.117611,1.818201,0.175717,0.306735,0.200578,0.213990,0.163201,0.153730,1.318082
22,8.472803,0.381777,4.954887,0.172077,0.112112,0.208463,11.296124,0.194395,0.124719,1.811285,0.173935,0.310434,0.207040,0.221515,0.156426,0.199052,1.273102
23,8.408251,0.368750,5.048420,0.179249,0.114162,0.212530,10.096350,0.194189,0.127933,1.792311,0.190118,0.316755,0.202386,0.232810,0.130004,0.158440,1.321127
24,8.480640,0.322612,5.038740,0.162747,0.112271,0.207953,11.388605,0.199643,0.117334,1.883621,0.192182,0.317635,0.204934,0.223427,0.156773,0.192913,1.299468
25,8.343227,0.388308,4.971188,0.161907,0.108541,0.203142,10.592716,0.194560,0.121603,1.795449,0.188358,0.314292,0.207729,0.228919,0.133677,0.189129,1.289483
26,8.386209,0.420854,5.023635,0.169038,0.109871,0.205418,10.016912,0.204195,0.124913,1.809038,0.203294,0.306402,0.213056,0.248054,0.147739,0.233775,1.276827
27,8.397989,0.376187,4.945421,0.175270,0.110928,0.205540,10.930888,0.194219,0.118673,1.776248,0.190952,0.308311,0.206430,0.207236,0.128719,0.188779,1.277497
28,8.368040,0.430323,4.987187,0.177613,0.109101,0.204669,10.072945,0.196294,0.114549,1.760291,0.208121,0.322725,0.194039,0.248699,0.111179,0.152944,1.341453
29,8.406052,0.385831,5.054338,0.177555,0.107519,0.200143,10.326763,0.193632,0.107957,1.791528,0.205600,0.325385,0.190959,0.253529,0.147827,0.098448,1.415802
30,8.327891,0.377822,5.021424,0.171328,0.106275,0.199443,10.251783,0.187500,0.110450,1.741118,0.208500,0.322527,0.194420,0.254850,0.118102,0.173647,1.328060
31,8.419064,0.424464,5.064389,0.173168,0.106707,0.197498,10.285061,0.189099,0.105012,1.774326,0.187809,0.318411,0.189291,0.225930,0.130424,0.184924,1.286541
32,8.222864,0.442144,4.989025,0.171581,0.105779,0.196076,9.450285,0.185782,0.104634,1.728343,0.232743,0.340090,0.204651,0.261813,0.089222,0.165799,1.353162
33,8.472640,0.450683,5.118397,0.173524,0.108277,0.198714,10.045649,0.199959,0.096697,1.792250,0.198008,0.325952,0.200095,0.228688,0.119030,0.102997,1.377515
34,8.401609,0.419562,5.070035,0.171881,0.108787,0.198524,10.149365,0.197937,0.097610,1.810432,0.206796,0.336562,0.207002,0.241252,0.100856,0.128531,1.360483
35,8.381290,0.406666,5.094499,0.185065,0.111630,0.201305,9.719069,0.192065,0.093083,1.785779,0.207734,0.319829,0.189647,0.259087,0.134064,0.129747,1.380557
36,8.363607,0.376461,5.013908,0.179540,0.108441,0.198495,10.457897,0.188970,0.101445,1.823978,0.202006,0.330018,0.197805,0.228812,0.101344,0.102876,1.372196
37,8.397038,0.456486,5.096870,0.184483,0.112052,0.200526,9.596119,0.187796,0.086065,1.682546,0.206233,0.328551,0.198862,0.236920,0.098711,0.099584,1.382289
38,8.161402,0.314279,5.109752,0.177113,0.114660,0.203090,8.910785,0.194286,0.088797,1.881728,0.192467,0.323514,0.195822,0.224700,0.111259,0.208015,1.259309
39,8.434965,0.407519,5.110754,0.175303,0.112679,0.200600,10.178222,0.198093,0.084915,1.793275,0.199265,0.341832,0.202236,0.215327,0.082838,0.137455,1.321056
40,8.356028,0.416143,5.121999,0.177364,0.115434,0.203353,9.517906,0.190247,0.083544,1.822354,0.207332,0.338371,0.204274,0.231375,0.083036,0.184071,1.290465
41,8.517205,0.410760,5.168035,0.177242,0.119359,0.206618,10.274075,0.191907,0.081199,1.864959,0.189502,0.329411,0.196874,0.213749,0.094706,0.157527,1.293544
42,8.314688,0.401067,5.112017,0.179374,0.118182,0.204143,9.465141,0.186281,0.074524,1.777841,0.191955,0.339833,0.203006,0.201241,0.075667,0.138124,1.301900
43,8.318858,0.335706,5.176583,0.188742,0.119033,0.205817,9.200012,0.191572,0.078839,1.834633,0.194428,0.340267,0.207207,0.205281,0.076376,0.185602,1.260307
44,8.392382,0.400993,5.193595,0.183847,0.118915,0.204607,9.264700,0.195932,0.073014,1.773494,0.207029,0.336990,0.200076,0.238197,0.086490,0.118288,1.360084
45,8.428811,0.382779,5.170937,0.185152,0.119963,0.205829,9.696827,0.193893,0.080064,1.745725,0.206830,0.343211,0.202346,0.242684,0.079801,0.172881,1.305476
46,8.518538,0.424271,5.208882,0.188201,0.120214,0.205596,9.730083,0.194647,0.076437,1.737823,0.206924,0.357818,0.215780,0.239375,0.075669,0.159322,1.320786
47,8.405345,0.407653,5.267281,0.188322,0.120304,0.206865,8.602530,0.203222,0.075391,1.822444,0.202443,0.365799,0.216088,0.220349,0.074833,0.164918,1.302241
48,8.499939,0.401112,5.178042,0.184374,0.120456,0.204597,10.101915,0.193695,0.072132,1.771626,0.205118,0.345148,0.214135,0.221527,0.068352,0.191532,1.271179
49,8.265246,0.373608,5.151715,0.187744,0.120399,0.206005,8.814973,0.191143,0.074018,1.812476,0.181828,0.328154,0.196813,0.210966,0.098720,0.171051,1.272922
50,8.304874,0.393202,5.145931,0.187073,0.119067,0.203196,9.058989,0.189069,0.074778,1.788502,0.225100,0.351626,0.203821,0.269951,0.071910,0.174528,1.333230
51,8.399132,0.439316,5.172400,0.180044,0.120539,0.204261,9.430651,0.181757,0.070318,1.790030,0.207113,0.347848,0.204368,0.219775,0.060372,0.203012,1.254767
52,8.322851,0.412552,5.175972,0.179146,0.121945,0.206166,9.073992,0.184401,0.065977,1.770938,0.205989,0.347810,0.210927,0.230559,0.061899,0.079025,1.385298
53,8.398359,0.423619,5.197437,0.183619,0.122014,0.207089,9.118231,0.195132,0.070711,1.816128,0.199468,0.346162,0.202155,0.220598,0.074544,0.171918,1.285631
54,8.537792,0.436786,5.260487,0.186635,0.122378,0.205794,9.505551,0.194410,0.070860,1.789252,0.197038,0.365107,0.216532,0.210007,0.073996,0.201042,1.255053
55,8.343147,0.377104,5.186913,0.183883,0.119997,0.202835,9.208862,0.193157,0.071105,1.811584,0.201154,0.350346,0.202402,0.224190,0.066343,0.158507,1.298822
56,8.406141,0.441232,5.160571,0.186961,0.120985,0.204372,9.335608,0.189664,0.069552,1.786943,0.201700,0.356907,0.212258,0.218082,0.068410,0.138830,1.320477
57,8.397690,0.407394,5.229465,0.189631,0.120486,0.203492,9.035751,0.189447,0.066127,1.787725,0.201794,0.357147,0.209401,0.222607,0.063589,0.167001,1.291426
58,8.358773,0.407685,5.175888,0.186285,0.118436,0.200869,9.247098,0.187241,0.067922,1.786910,0.200364,0.357965,0.210354,0.215472,0.068186,0.155340,1.300974
59,8.462122,0.455482,5.174336,0.188081,0.122544,0.204527,9.512321,0.185478,0.072503,1.741767,0.205693,0.345417,0.204799,0.228009,0.063600,0.172143,1.289764
60,8.339146,0.372809,5.224009,0.184265,0.122719,0.204919,9.016104,0.188676,0.064567,1.814834,0.210775,0.344139,0.197794,0.237788,0.071714,0.139370,1.335202
61,8.408913,0.417191,5.266582,0.193220,0.121296,0.202204,8.611133,0.199799,0.070968,1.808554,0.209428,0.356625,0.209256,0.229966,0.059273,0.164299,1.302942
62,8.381071,0.410134,5.238303,0.189806,0.120805,0.201439,8.839977,0.192617,0.067065,1.767557,0.183985,0.342333,0.200025,0.190724,0.067464,0.187308,1.234769
63,8.318563,0.411732,5.157453,0.188942,0.119938,0.200627,8.986724,0.190440,0.069022,1.781656,0.199458,0.347935,0.199221,0.214045,0.061039,0.154056,1.292453
64,8.414986,0.409542,5.229122,0.189961,0.119635,0.199222,9.226219,0.188615,0.063935,1.802347,0.206421,0.345157,0.196280,0.220436,0.070215,0.143920,1.316647
65,8.373115,0.377009,5.246749,0.191058,0.120737,0.201831,8.974213,0.188936,0.064602,1.825108,0.194153,0.338738,0.193364,0.218477,0.077510,0.187190,1.262345
66,8.388643,0.439471,5.168541,0.188810,0.119132,0.199402,9.252064,0.189035,0.066338,1.743675,0.213381,0.358641,0.205782,0.237580,0.067398,0.115737,1.363331
67,8.604180,0.462668,5.303578,0.191077,0.121544,0.201875,9.481438,0.197678,0.064659,1.786445,0.179521,0.336694,0.198107,0.184569,0.073524,0.221496,1.194936
68,8.343805,0.389855,5.202175,0.184624,0.121201,0.200411,9.168925,0.186094,0.064507,1.750893,0.219885,0.370406,0.210808,0.235979,0.071313,0.157539,1.332608
69,8.369085,0.362481,5.209708,0.187280,0.120744,0.200567,9.363685,0.187690,0.068964,1.829058,0.212842,0.357205,0.202172,0.238425,0.070882,0.202824,1.276991
70,8.406946,0.362876,5.243800,0.185880,0.121861,0.201453,9.389385,0.191801,0.065466,1.783782,0.231695,0.347259,0.201044,0.282029,0.067621,0.115129,1.401508
71,8.281389,0.424089,5.144935,0.186824,0.120336,0.199816,8.907011,0.183082,0.063633,1.765741,0.198193,0.363413,0.206807,0.200510,0.071219,0.159102,1.289428
72,8.378532,0.458372,5.194352,0.187443,0.122564,0.201772,8.971840,0.183617,0.060593,1.756162,0.218754,0.352467,0.200698,0.251523,0.066163,0.113756,1.374747
73,8.429002,0.378050,5.188286,0.188308,0.121750,0.200850,9.798744,0.187337,0.066638,1.800765,0.208260,0.354216,0.198576,0.236452,0.060996,0.126842,1.340637
74,8.389573,0.463447,5.187269,0.187933,0.121688,0.199634,9.132925,0.178584,0.060276,1.759921,0.192987,0.362681,0.202810,0.194114,0.067223,0.173342,1.263576
75,8.324585,0.405833,5.215223,0.188386,0.122118,0.200631,8.817894,0.182056,0.063026,1.783953,0.212737,0.352403,0.200419,0.234365,0.063231,0.189950,1.282270
76,8.346444,0.457245,5.128829,0.184110,0.120748,0.199508,9.324987,0.179605,0.062834,1.712926,0.215670,0.379772,0.221219,0.241009,0.081422,0.146642,1.351342
77,8.507775,0.447423,5.279422,0.187598,0.124019,0.202610,9.252988,0.192000,0.059504,1.776057,0.195191,0.334133,0.193008,0.218297,0.086165,0.161723,1.292614
78,8.389551,0.425172,5.132112,0.186935,0.120209,0.199253,9.707317,0.183813,0.063509,1.753723,0.219395,0.359290,0.207929,0.246907,0.067577,0.085823,1.404609
79,8.437759,0.399037,5.216628,0.186137,0.121780,0.200136,9.654966,0.183539,0.062086,1.804693,0.199547,0.333288,0.192160,0.238835,0.087886,0.135063,1.334506
80,8.304808,0.384063,5.158932,0.189593,0.122364,0.200897,9.150042,0.181551,0.067110,1.747134,0.205387,0.356980,0.202917,0.225665,0.058398,0.179460,1.279777
81,8.396492,0.411781,5.191502,0.188131,0.123165,0.201605,9.393023,0.180663,0.066156,1.755383,0.232270,0.366321,0.204775,0.274884,0.064127,0.170115,1.345855
82,8.388441,0.401104,5.187284,0.191030,0.123013,0.201544,9.424797,0.179097,0.062594,1.763768,0.199207,0.350396,0.201508,0.231698,0.066708,0.131995,1.327154
83,8.210805,0.416624,5.129071,0.187493,0.122571,0.200179,8.689092,0.172460,0.061429,1.766201,0.194869,0.356271,0.202853,0.215070,0.071347,0.215482,1.234919
84,8.236091,0.358893,5.166874,0.192230,0.121848,0.199930,8.814190,0.181008,0.062172,1.744184,0.199225,0.373177,0.212908,0.196045,0.069279,0.160494,1.288869
85,8.341734,0.410933,5.222888,0.189055,0.122049,0.200068,8.824150,0.185599,0.061219,1.734415,0.204675,0.355043,0.202847,0.235501,0.063235,0.170249,1.295490
86,8.395500,0.434627,5.161363,0.188772,0.123718,0.201791,9.530672,0.173284,0.060822,1.760166,0.194955,0.336592,0.192609,0.227067,0.092207,0.119344,1.342819
87,8.151604,0.382665,5.064625,0.188005,0.122731,0.201076,9.002504,0.163998,0.061718,1.747217,0.231143,0.344518,0.202028,0.279312,0.067276,0.141022,1.373238
88,8.246628,0.376657,5.205509,0.190739,0.122817,0.200803,8.529319,0.183826,0.058233,1.753856,0.180731,0.353421,0.203571,0.166920,0.060444,0.232220,1.173616
89,8.300267,0.396788,5.158338,0.188942,0.122477,0.200354,9.158911,0.178979,0.057822,1.775062,0.185245,0.363694,0.207917,0.181221,0.066594,0.216868,1.206822
90,8.236240,0.417300,5.131543,0.188807,0.124940,0.202508,8.797059,0.170925,0.060296,1.761898,0.191487,0.357571,0.205077,0.217184,0.064377,0.192337,1.252630
91,8.464454,0.389547,5.161443,0.191010,0.121847,0.200177,10.219658,0.175853,0.064343,1.741926,0.188129,0.356539,0.205093,0.182441,0.070558,0.189280,1.238174
92,8.161096,0.403147,5.092744,0.189438,0.123794,0.201681,8.668619,0.170137,0.058882,1.721045,0.207624,0.353755,0.200909,0.232391,0.066520,0.193134,1.275147
93,8.258841,0.416295,5.119249,0.187443,0.124526,0.201356,9.078856,0.170600,0.061090,1.714149,0.210969,0.353077,0.204781,0.239081,0.059622,0.155671,1.316236
94,8.251505,0.367710,5.142796,0.193048,0.123114,0.200888,9.079254,0.173253,0.059659,1.730904,0.201061,0.363363,0.201077,0.217362,0.076706,0.177121,1.284451
95,8.218254,0.407101,5.089045,0.189613,0.122229,0.199926,9.103912,0.166961,0.058706,1.713941,0.196741,0.341682,0.201318,0.224504,0.067806,0.222718,1.229361
96,8.368193,0.391180,5.088323,0.189051,0.124060,0.201784,10.168179,0.167521,0.061479,1.732677,0.189796,0.350558,0.202677,0.194990,0.068771,0.204796,1.228008
97,8.198915,0.408312,5.045012,0.189668,0.124292,0.201757,9.289472,0.161308,0.057825,1.724684,0.187566,0.356144,0.205106,0.201040,0.059864,0.170753,1.259488
98,8.296006,0.392111,5.086207,0.191485,0.123399,0.201021,9.673510,0.167451,0.059688,1.727803,0.198007,0.352400,0.201464,0.232591,0.070933,0.152041,1.309028
99,8.242983,0.402995,5.068173,0.189616,0.123622,0.200880,9.453297,0.163642,0.058380,1.694887,0.185431,0.349292,0.200387,0.195989,0.067170,0.155036,1.272290
100,8.340586,0.437542,5.096810,0.192154,0.123802,0.200723,9.570444,0.171006,0.057789,1.695824,0.189373,0.371325,0.209881,0.187938,0.068465,0.180669,1.253341
101,8.223085,0.430701,5.020989,0.189338,0.123434,0.200677,9.477221,0.158393,0.062269,1.682133,0.201693,0.374597,0.209343,0.222560,0.075601,0.178459,1.289578
102,8.211641,0.397145,5.034708,0.190626,0.125504,0.202492,9.488495,0.160747,0.058203,1.712542,0.184336,0.348195,0.197286,0.203073,0.064752,0.137055,1.290509
103,8.005526,0.392785,4.928114,0.187631,0.123644,0.200884,9.120955,0.144724,0.054289,1.668474,0.190516,0.368759,0.209265,0.194414,0.065261,0.171246,1.264786
104,8.129782,0.389665,4.983714,0.187179,0.125117,0.202118,9.498045,0.151257,0.057968,1.682966,0.206758,0.351011,0.200313,0.221539,0.067489,0.107026,1.354871
105,7.985812,0.357266,4.932525,0.187146,0.125102,0.202424,9.181332,0.143918,0.055272,1.694213,0.195059,0.363166,0.207440,0.197443,0.065880,0.141642,1.299379
106,8.031769,0.350920,4.956578,0.186887,0.124267,0.201609,9.296146,0.152546,0.056694,1.708116,0.198707,0.367848,0.207860,0.215960,0.071200,0.143558,1.314231
107,8.109490,0.389717,4.934241,0.185720,0.125545,0.202119,9.800777,0.143433,0.057163,1.698571,0.188249,0.357928,0.205560,0.193065,0.062866,0.223805,1.205203
108,8.081826,0.363278,4.923920,0.187295,0.125159,0.201881,9.847395,0.142844,0.056154,1.689690,0.187448,0.356338,0.204358,0.192620,0.077245,0.160014,1.275328
109,8.037204,0.345256,4.846557,0.184585,0.125315,0.202565,10.335863,0.132009,0.055441,1.685906,0.216047,0.367447,0.207617,0.237344,0.063232,0.097627,1.383686
110,8.006006,0.377893,4.845035,0.184897,0.124433,0.201984,9.893679,0.135767,0.054806,1.656362,0.192527,0.372604,0.211349,0.202613,0.076897,0.202144,1.247548
111,7.928660,0.373440,4.820319,0.183837,0.125068,0.202290,9.647285,0.129420,0.054884,1.693613,0.191734,0.354991,0.200290,0.196578,0.078971,0.181765,1.259655
112,7.902360,0.354458,4.815393,0.184202,0.125946,0.202847,9.628839,0.126891,0.056097,1.664010,0.191325,0.344945,0.198422,0.209332,0.074026,0.220555,1.221894
113,8.030542,0.323738,4.852429,0.184028,0.125708,0.202587,10.421955,0.131330,0.054295,1.702633,0.191323,0.354180,0.203033,0.205175,0.067594,0.170771,1.268735
114,7.864995,0.335567,4.731166,0.181558,0.124734,0.201991,10.224413,0.117726,0.055493,1.652715,0.194293,0.353851,0.201729,0.208058,0.068897,0.176197,1.268093
115,7.950005,0.328218,4.746430,0.182303,0.126032,0.202836,10.750207,0.115645,0.052856,1.672996,0.195279,0.359522,0.205506,0.198677,0.064001,0.155376,1.284367
116,7.823791,0.345775,4.665156,0.180173,0.124901,0.202254,10.442960,0.110883,0.051251,1.655210,0.192311,0.363916,0.208251,0.196146,0.079075,0.180139,1.265056
