epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall
1,0.6538226044539249,0.5579575974690286,0.615530303030303,0.8195488721804511,0.6676375636702776,0.8903211216644052,0.8484848484848485
2,0.5561935328172914,0.4288780879705472,0.7234848484848485,0.8646616541353384,0.804049012855831,0.9335142469470827,0.8181818181818182
3,0.523448134913589,0.4193234248717028,0.7537878787878788,0.8721804511278195,0.825915404040404,0.9389416553595659,0.7878787878787878
4,0.4694847715171901,0.3907432021727239,0.7878787878787878,0.8646616541353384,0.8655140253963698,0.9400723654454998,0.803030303030303
5,0.46518855903184775,0.3551756396777648,0.7840909090909091,0.8796992481203008,0.8648396585120883,0.9436906377204884,0.8333333333333334
6,0.43630929336403357,0.3649787479325345,0.803030303030303,0.8872180451127819,0.8839515029772581,0.9466304839439168,0.8333333333333334
7,0.4346907129793456,0.3436541469921743,0.7973484848484849,0.8721804511278195,0.8838604143947655,0.9473089099954772,0.8333333333333334
8,0.4064642409935142,0.33504778931015416,0.821969696969697,0.8721804511278195,0.9009828538632613,0.9468566259611036,0.8333333333333334
9,0.4006231673287623,0.34791505964178787,0.8352272727272727,0.8872180451127819,0.9016285242843821,0.9473089099954771,0.9090909090909091
10,0.4419892355799675,0.34824162396721375,0.7897727272727273,0.8796992481203008,0.8764061065197428,0.9445952057892357,0.8484848484848485
11,0.40034630555998196,0.3195527416646929,0.8276515151515151,0.8796992481203008,0.8999368686868686,0.9497964721845319,0.9090909090909091
12,0.39131671890164865,0.3595635361017141,0.8314393939393939,0.9022556390977443,0.9093922176308539,0.9459520578923564,0.8939393939393939
13,0.3644438319359765,0.32562720854031413,0.8579545454545454,0.8796992481203008,0.9228926034866203,0.9504748982360922,0.9242424242424242
14,0.3628682252584082,0.32414562339173225,0.8409090909090909,0.8872180451127819,0.9221034507496951,0.9493441881501583,0.8636363636363636
15,0.3441695223251979,0.31251724030738487,0.865530303030303,0.8872180451127819,0.9283459595959596,0.9518317503392131,0.9393939393939394
16,0.3673473459978898,0.3137018463217226,0.8333333333333334,0.8947368421052632,0.9172932330827068,0.9527363184079602,0.9393939393939394
17,0.33858874586947035,0.3084539513390763,0.8636363636363636,0.8872180451127819,0.9309706578664181,0.952962460425147,0.9393939393939394
18,0.34160371948823787,0.31341436998288436,0.8617424242424242,0.8872180451127819,0.9306559917355371,0.9536408864767074,0.8636363636363636
19,0.32724852780952596,0.30130129425149216,0.8806818181818182,0.8872180451127819,0.9401687327823692,0.9563545906829489,0.9393939393939394
20,0.33322119295145525,0.31001254647297966,0.8598484848484849,0.8872180451127819,0.933983786498314,0.9520578923563998,0.9393939393939394
21,0.3453039488557613,0.30657515131441276,0.8446969696969697,0.8872180451127819,0.9278857880766195,0.9516056083220263,0.9090909090909091
22,0.3085145107047124,0.3192619692562218,0.884469696969697,0.8872180451127819,0.9457501147842057,0.9484396200814111,0.8636363636363636
23,0.34105178555755905,0.30273604056888953,0.8598484848484849,0.9022556390977443,0.9297520661157025,0.9525101763907734,0.9393939393939394
24,0.3731019317426465,0.3394735712081866,0.8390151515151515,0.8947368421052632,0.9122711358549045,0.9466304839439168,0.9242424242424242
25,0.3147460267399297,0.28905689783562394,0.8693181818181818,0.8872180451127819,0.9413587775306694,0.9572591587516961,0.9242424242424242
26,0.3149278452902129,0.3084667168165508,0.8522727272727273,0.9022556390977443,0.9414305186885717,0.9549977385798283,0.9242424242424242
27,0.33021286897587054,0.31528753311114205,0.8579545454545454,0.8947368421052632,0.935591712580349,0.9500226142017187,0.9090909090909091
28,0.30631149244127853,0.3103859902996766,0.8598484848484849,0.8947368421052632,0.9472105837111864,0.9538670284938943,0.9393939393939394
29,0.28722912355354335,0.3069923541375569,0.8920454545454546,0.9022556390977443,0.9543295788794031,0.9554500226142018,0.9242424242424242
30,0.30529933230894984,0.3061234428918451,0.8787878787878788,0.8872180451127819,0.9451467106679102,0.955223880597015,0.9545454545454546
31,0.3055311238223856,0.2993606940696114,0.8825757575757576,0.8796992481203008,0.9437557392102847,0.9540931705110809,0.9242424242424242
32,0.2749959845660311,0.30205337512762026,0.8939393939393939,0.8872180451127819,0.9596527727957529,0.9525101763907734,0.9242424242424242
