,fold,epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_precision,val_recall,val_f1,val_iou,val_dice,val_hd95,val_asd
best_epoch,3.0,16.0,0.5717008734335665,0.5664621829986572,0.9972307173932184,0.9979602813719823,0.9710494006479522,0.980035999161108,0.9751910479914242,0.9517965999115847,0.9751910529901107,6.377931118011475,1.4887924194335938
mean,3.0,13.5,0.5865523343786015,0.6439654666643876,0.9919226106448852,0.9940903516915252,0.9132606611705255,0.9477721663661668,0.9212995932821537,0.8719282745400412,0.9212995981789647,42.28537959318895,inf
median,3.0,13.5,0.5907166614884236,0.6405244827270508,0.9958981998631211,0.995315742492588,0.9188351563603759,0.9798713731458562,0.9439914507345202,0.8952411608834908,0.9439914557195621,22.75547695159912,6.603628873825073
