epoch,g_total,g_adv,g_recon,g_fm,g_tv,g_lap,g_ms,g_stats,g_texstats,d_loss,val_l1,val_edge,val_lap,val_stats,val_texstats,val_ssim,val_score
94,8.549765,0.534449,5.124956,0.204438,0.124913,0.204347,9.814953,0.167774,0.063115,1.572359,0.192048,0.385310,0.209378,0.193895,0.073454,0.159420,1.285394
95,8.505177,0.571783,5.081629,0.196403,0.122465,0.201276,9.844007,0.159793,0.062925,1.557947,0.189028,0.355609,0.200493,0.191932,0.070231,0.210387,1.221351
96,8.450599,0.567189,5.018665,0.199110,0.121252,0.201369,9.835857,0.163886,0.063057,1.498596,0.193413,0.377841,0.206451,0.200415,0.065549,0.200162,1.242941
97,8.386436,0.551129,5.042169,0.192971,0.123007,0.202104,9.607906,0.151977,0.059611,1.500204,0.194537,0.355819,0.200815,0.222127,0.064084,0.155095,1.293978
98,8.442934,0.547492,5.071234,0.196096,0.123244,0.202225,9.615862,0.160951,0.065977,1.527779,0.188402,0.347622,0.196250,0.207956,0.072512,0.185168,1.252840
99,8.452417,0.551693,5.072894,0.198321,0.122371,0.201604,9.581144,0.165050,0.064255,1.525311,0.184378,0.338047,0.193234,0.216199,0.083918,0.180965,1.261027
100,8.423859,0.563616,5.060073,0.194677,0.124647,0.203520,9.563675,0.151913,0.063935,1.480941,0.196784,0.348661,0.200118,0.213161,0.076094,0.157662,1.294339
101,8.363777,0.551851,4.943206,0.193197,0.122420,0.202177,10.117069,0.150135,0.060401,1.458697,0.187335,0.349367,0.200694,0.201031,0.067161,0.191411,1.240417
102,8.376538,0.501815,5.083681,0.194198,0.127065,0.205616,9.479084,0.153402,0.062110,1.574580,0.196285,0.360664,0.203058,0.216841,0.065097,0.162081,1.288020
103,8.356403,0.548001,4.966691,0.193310,0.123339,0.202762,9.934994,0.150687,0.058535,1.430163,0.197644,0.378008,0.209539,0.206763,0.067580,0.164094,1.288241
104,8.288500,0.499956,4.994663,0.190900,0.124007,0.203291,9.697304,0.145103,0.059853,1.514275,0.190397,0.343800,0.197479,0.212170,0.073673,0.177454,1.264878
