epoch,g_total,g_adv,g_recon,g_fm,g_tv,g_lap,g_ms,g_stats,g_texstats,d_loss,val_l1,val_edge,val_lap,val_stats,val_texstats,val_ssim,val_score
1,25.600822,0.767815,17.305683,0.343511,0.271110,0.537616,43.935280,0.994897,0.416923,1.147639,0.625361,0.782362,0.692559,0.839969,0.639583,0.024862,3.150177
2,13.591629,0.784144,8.575500,0.187139,0.331420,0.550882,24.304188,0.368367,0.230970,1.483876,0.186089,0.326819,0.349978,0.222636,0.165561,0.139667,1.526873
3,8.556185,0.335073,5.410605,0.113213,0.218191,0.378766,19.726826,0.167803,0.133255,1.829690,0.182334,0.328906,0.276365,0.222949,0.188179,0.160952,1.500027
4,8.607179,0.356302,5.465984,0.116907,0.205175,0.355296,19.718229,0.177989,0.126709,1.906195,0.186055,0.331293,0.260985,0.221021,0.188495,0.160707,1.498920
5,8.623697,0.347730,5.450331,0.136478,0.196945,0.341267,20.155922,0.176775,0.128310,1.856704,0.190412,0.319808,0.294174,0.217725,0.164992,0.149151,1.500160
6,8.568083,0.355257,5.385715,0.152898,0.196268,0.340554,19.923725,0.168175,0.129163,1.866805,0.183598,0.325266,0.289205,0.221086,0.185574,0.164990,1.496472
7,8.736358,0.422688,5.454157,0.167226,0.193560,0.335411,20.105793,0.172768,0.122457,1.743613,0.185868,0.315064,0.324017,0.227876,0.174293,0.155238,1.512404
8,8.775071,0.425704,5.498446,0.175409,0.189806,0.329107,20.010265,0.170833,0.120246,1.723551,0.184444,0.324138,0.260350,0.217049,0.186461,0.131056,1.520404
9,8.689652,0.417356,5.479126,0.168507,0.185734,0.320229,19.278576,0.177744,0.121864,1.807904,0.194823,0.325648,0.251807,0.220276,0.172583,0.178546,1.472712
10,8.743996,0.506656,5.487712,0.175045,0.176641,0.305498,18.844135,0.179248,0.118222,1.799675,0.182653,0.324924,0.245663,0.216928,0.174515,0.188617,1.447460
11,8.446474,0.439553,5.460359,0.165104,0.154116,0.271439,16.717018,0.181720,0.123890,1.806835,0.192368,0.327944,0.239783,0.212663,0.145239,0.184207,1.433769
12,8.246817,0.382116,5.422732,0.182324,0.139785,0.249663,15.155832,0.180445,0.122698,1.776901,0.181998,0.312486,0.211322,0.215841,0.165239,0.163477,1.451303
13,8.195608,0.431917,5.375914,0.187618,0.127996,0.232740,14.718261,0.177804,0.123220,1.708910,0.199298,0.314777,0.222764,0.233475,0.134978,0.180473,1.445212
14,8.168045,0.440146,5.398447,0.198165,0.125532,0.228512,13.897813,0.171327,0.118062,1.717781,0.194244,0.329772,0.223499,0.193976,0.087794,0.167292,1.387497
15,8.117414,0.453839,5.384184,0.205951,0.121528,0.222367,12.925113,0.174690,0.115233,1.738033,0.195049,0.318095,0.212178,0.212226,0.107814,0.142800,1.437671
16,8.345538,0.503379,5.414634,0.201852,0.118001,0.215997,15.549776,0.180284,0.114641,1.825242,0.189570,0.316593,0.212559,0.208743,0.108289,0.158163,1.414199
