,epoch,is_pretrain_eval,train_loss,val_loss,train_acc,val_acc,val_acc_train_thr,train_auc,val_auc,val_precision,val_recall,val_f1,train_best_thr,val_best_thr,val_used_train_thr
best_epoch,6.0,False,0.3943028437697198,0.40452277134446535,0.8533057851239669,0.8571428571428571,0.8235294117647058,0.9162991452991454,0.9224431818181817,0.88,0.8,0.8380952380952381,0.331298828125,0.7880859375,0.331298828125
mean,6.5,0.0,0.4036923677868341,0.431405904324574,0.8476239669421486,0.8431372549019608,0.8214285714285715,0.9065904558404557,0.9113281249999999,0.8551044858925293,0.8015151515151514,0.8252998698966477,0.4836629231770833,0.70318603515625,0.4836629231770833
median,6.5,0.0,0.37810112726836165,0.43007182699291646,0.8667355371900827,0.8403361344537815,0.8235294117647058,0.9226239316239316,0.9134943181818183,0.8605769230769231,0.8,0.8256293676854425,0.4671630859375,0.789306640625,0.4671630859375
