prediction,acc,auc,precision,recall,f1,best_thr,used_thr,fold_mean_auc,fold_std_auc
model_prob,0.8640132669983416,0.9334626319617394,0.8847583643122676,0.8235294117647058,0.8530465949820788,0.6455078125,0.6455078125,0.9385677153163587,0.010672262984048867
blend_prob,0.8640132669983416,0.9324267736318957,0.9058823529411765,0.7993079584775087,0.8492647058823529,0.6347163319587708,0.6347163319587708,0.9360394309379225,0.009642298619264064
logreg_prob,0.8540630182421227,0.9256936944879113,0.8576512455516014,0.8339100346020761,0.8456140350877193,0.514645516872406,0.514645516872406,0.9293321146672484,0.009091369097617628
