,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc
best_epoch,23.0,0.5504195037342253,0.5115206117899913,0.819047619047619,0.8679245283018868,0.8873060520823881,0.943019943019943
mean,17.0,0.5941509248632375,0.5703121630752884,0.7601731601731601,0.8027444253859348,0.8325785758868055,0.8868600535267203
median,17.0,0.5893679493949526,0.5491470064757005,0.780952380952381,0.8301886792452831,0.8659831231285727,0.923076923076923
