epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc
1,0.702084672394522,0.6878703649227436,0.5165876777251185,0.6923076923076923,0.5220165348670022,0.7259259259259259
2,0.7012126163283795,0.691646580512707,0.4976303317535545,0.5384615384615384,0.5402588066139469,0.5066666666666666
3,0.6884088261997531,0.8191859630437998,0.5497630331753555,0.5576923076923077,0.6169122933141624,0.522962962962963
4,0.6783821529121761,0.6790973681669968,0.6303317535545023,0.5961538461538461,0.6929367361610353,0.6044444444444445
5,0.6696622176757921,0.6693949745251582,0.6398104265402843,0.6153846153846154,0.7283429187634795,0.6592592592592593
6,0.6513431326472928,0.664093595284682,0.7251184834123223,0.6346153846153846,0.8136232925952552,0.682962962962963
7,0.6456593701624758,0.6626640833341159,0.7488151658767772,0.6730769230769231,0.8191948238677211,0.7022222222222223
8,0.6444771832199458,0.653588184943566,0.7203791469194313,0.75,0.7983465132997843,0.7392592592592593
9,0.6410463424090526,0.6464611566983737,0.8009478672985783,0.7307692307692307,0.8378864126527679,0.7570370370370371
10,0.6336219980253428,0.6401418309945327,0.7061611374407583,0.7692307692307693,0.8205427749820272,0.7851851851851852
11,0.601345495872588,0.6372295618057251,0.8151658767772512,0.7307692307692307,0.9027677929547089,0.7674074074074074
12,0.6097433829759534,0.6299932415668781,0.7488151658767772,0.75,0.8639468008626887,0.7822222222222223
13,0.6027296097922664,0.6275632473138663,0.7962085308056872,0.75,0.8764378145219267,0.8014814814814815
14,0.6104310262259713,0.6181169702456548,0.7582938388625592,0.7692307692307693,0.8510064701653487,0.8148148148148149
15,0.5946884146798843,0.6161788426912748,0.7819905213270142,0.7692307692307693,0.8692487419122934,0.8059259259259259
16,0.5865452718960731,0.6106186325733478,0.7867298578199052,0.7692307692307693,0.8687095614665709,0.8148148148148148
17,0.5931840490955878,0.6077784299850464,0.7630331753554502,0.7884615384615384,0.8571171818835371,0.8399999999999999
18,0.5713165814842658,0.6059861687513498,0.8293838862559242,0.7692307692307693,0.8872214234363768,0.8340740740740741
19,0.5587928956153834,0.5974021049646231,0.7962085308056872,0.7692307692307693,0.900431344356578,0.8355555555555555
20,0.5453496518858236,0.5873549672273489,0.8246445497630331,0.7884615384615384,0.9158878504672897,0.8414814814814815
21,0.5420127560459607,0.5864737446491535,0.8341232227488151,0.8076923076923077,0.9197519769949677,0.8562962962962962
22,0.5536719648193974,0.5818129158937014,0.7962085308056872,0.7884615384615384,0.8888389647735443,0.8562962962962962
23,0.5508685620475154,0.5868682036033044,0.8293838862559242,0.7692307692307693,0.8975557153127247,0.8296296296296296
24,0.5364277874123994,0.5766655481778659,0.8009478672985783,0.7884615384615384,0.9044751976994968,0.8548148148148148
25,0.5319303635737342,0.5703075161347022,0.8388625592417062,0.7884615384615384,0.905823148813803,0.8562962962962963
26,0.529381824895669,0.6044481098651886,0.8009478672985783,0.7692307692307693,0.9000718907260963,0.8103703703703704
27,0.5428017572769056,0.5683734783759484,0.8293838862559242,0.8076923076923077,0.8843457943925235,0.8518518518518519
28,0.520613853117866,0.5662042040091294,0.8199052132701422,0.7884615384615384,0.9115744069015097,0.8562962962962962
29,0.5202825351913959,0.8992432585129371,0.8151658767772512,0.7692307692307693,0.9056434219985622,0.8103703703703703
30,0.5176092534551123,0.5625122762643374,0.8483412322274881,0.7884615384615384,0.9143601725377426,0.8488888888888889
31,0.5345695326678561,0.5541849319751446,0.8199052132701422,0.8076923076923077,0.8746405463695184,0.8622222222222222
32,0.5271903304692128,0.5491856840940622,0.8009478672985783,0.7884615384615384,0.891355140186916,0.8637037037037036
33,0.523934640308127,0.6263918097202594,0.7867298578199052,0.7884615384615384,0.8838066139468008,0.8251851851851852
34,0.499060669498986,0.544388452401528,0.8388625592417062,0.8076923076923077,0.9219086987778576,0.8696296296296296
35,0.5103827421134117,0.5547221738558549,0.8199052132701422,0.8076923076923077,0.899352983465133,0.8592592592592593
36,0.509438140838632,0.549461678816722,0.8246445497630331,0.7884615384615384,0.9055535585909418,0.8592592592592593
37,0.4970481397133868,0.5454513591069442,0.8388625592417062,0.8076923076923077,0.9184040258806615,0.8696296296296296
38,0.511040875697023,0.5837785509916452,0.8341232227488151,0.7884615384615384,0.9030373831775701,0.8207407407407408
39,0.5040020999185282,0.6852918404799241,0.8104265402843602,0.7884615384615384,0.9007009345794392,0.8311111111111111
40,0.4835538451705499,0.5466699600219727,0.8341232227488151,0.8076923076923077,0.9216391085549964,0.8607407407407407
41,0.49839727036760884,0.5447465181350708,0.8388625592417062,0.7884615384615384,0.9162473040977714,0.8577777777777778
42,0.4811944229907899,0.5363202095031738,0.8436018957345972,0.8076923076923077,0.9173256649892164,0.8666666666666667
43,0.5193349734584302,0.5378811772053058,0.8104265402843602,0.7884615384615384,0.878864126527678,0.8637037037037036
44,0.47685108139616617,0.5370919933685889,0.8578199052132701,0.8076923076923077,0.932332854061826,0.8666666666666667
