,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc
best_epoch,36.0,0.42822404297607203,0.4512390586046072,0.8293838862559242,0.8461538461538461,0.9243976986695434,0.9112426035502958
mean,23.5,0.5053753922268358,0.5182113272190891,0.811147743663713,0.8281772575250836,0.8948415490205276,0.8862876254180603
median,23.5,0.4800135339323378,0.49015822318884045,0.8246445497630331,0.8269230769230769,0.9084412081984898,0.8949704142011834
