,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc
best_epoch,34.0,0.499060669498986,0.544388452401528,0.8388625592417062,0.8076923076923077,0.9219086987778576,0.8696296296296296
mean,22.5,0.5670823707714363,0.6125191332889603,0.7774666092201638,0.7556818181818182,0.8563737664204955,0.8007070707070707
median,22.5,0.5440757045813647,0.6009251074149058,0.8056872037914693,0.7884615384615384,0.8900970524802301,0.8325925925925926
