,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc
best_epoch,23.0,0.5096141219139099,0.514230765824048,0.8238095238095238,0.8490566037735849,0.9069049995463208,0.9188034188034189
mean,17.0,0.5564892848074694,0.565387530794411,0.7886002886002886,0.8164665523156089,0.8717654725276539,0.8771043771043772
median,17.0,0.5370846237455096,0.5519377881625913,0.8047619047619048,0.8301886792452831,0.889483712911714,0.9002849002849004
