,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,val_precision,val_recall,val_f1,best_thr
best_epoch,11.0,0.41654577385634184,0.5113393185372518,0.9395833333333333,0.8943089430894309,0.9622521739130434,0.9355137711864406,0.859375,0.9322033898305084,0.8943089430894309,0.962890625
mean,10.0,0.5024908051760704,0.5580524145878588,0.9046052631578946,0.8635002139495079,0.9441844393592675,0.9106127341659231,0.8151138927797937,0.9277430865298838,0.8670303106653114,0.702379728618421
median,10.0,0.47261432992915314,0.5113393185372518,0.91875,0.8617886178861789,0.9556260869565217,0.9082362288135594,0.8208955223880597,0.9322033898305084,0.8688524590163934,0.87158203125
