,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,val_precision,val_recall,val_f1,best_thr
best_epoch,6.0,0.6017941877550008,0.2995400424815912,0.8836734693877552,0.9026548672566371,0.9088301987461651,0.9571473750790638,0.8703703703703703,0.9215686274509803,0.8952380952380953,0.1834716796875
mean,7.5,0.5818876835742949,0.38760782304948715,0.8778425655976676,0.8938053097345133,0.9176944587358753,0.9465528146742568,0.8777392508534528,0.8921568627450982,0.8832838898627366,0.19960675920758927
median,7.5,0.5692961114705826,0.3883835698387264,0.8908163265306123,0.8938053097345132,0.9229400093370681,0.9454459203036052,0.8811764705882352,0.892156862745098,0.8823529411764706,0.107177734375
