epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,best_thr
1,0.6700793492348857,0.6214403130791404,0.6348547717842323,0.7603305785123967,0.6407616288094375,0.7837985769020253,0.7758620689655172,0.5999873280525208
2,0.5866053916853988,0.6695499750208264,0.7074688796680498,0.7520661157024794,0.7474000103482175,0.825944170771757,0.9482758620689655,0.600963830947876
3,0.5274289443903444,0.5053842077570513,0.7510373443983402,0.7520661157024794,0.8018316345009573,0.8409961685823755,0.896551724137931,0.2350241243839264
4,0.4857650050483799,0.5107436261393807,0.7925311203319502,0.7768595041322314,0.8531242993394389,0.8505747126436781,0.6724137931034483,0.7142394185066223
5,0.5479403169385131,0.5411674493600515,0.7593360995850622,0.7603305785123967,0.8260809575550612,0.8355227148330597,0.603448275862069,0.8146323561668396
6,0.49515147272234633,0.5177728041144442,0.7863070539419087,0.768595041322314,0.8376364671185388,0.8596059113300492,0.8620689655172413,0.18155284225940704
7,0.497288076833076,0.49664393042729904,0.7863070539419087,0.7603305785123967,0.8434832100170746,0.858511220580186,0.8793103448275862,0.4428103566169739
8,0.525661670413502,0.5584595607331961,0.7697095435684648,0.768595041322314,0.844621513944223,0.8530377668308703,0.7068965517241379,0.7649468183517456
9,0.46278836340083124,0.6381967278305164,0.8298755186721992,0.768595041322314,0.8843414221900278,0.831143951833607,0.6551724137931034,0.8997379541397095
10,0.4682137624851401,0.515690024726647,0.8091286307053942,0.7851239669421488,0.8785981614666876,0.8503010399562123,0.6724137931034483,0.825332760810852
11,0.4092802764592824,0.5327947982086623,0.8319502074688797,0.768595041322314,0.8991566202721581,0.8327859879584018,0.6724137931034483,0.7350438833236694
12,0.4130244249192016,0.7270350613869911,0.8236514522821576,0.7520661157024794,0.8934651006364154,0.8300492610837439,0.7068965517241379,0.9259099364280701
13,0.42782716935353654,0.6584513990347051,0.8423236514522822,0.768595041322314,0.9057622324554595,0.8461959496442255,0.7586206896551724,0.8720806837081909
