,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,best_thr
best_epoch,6.0,0.4759992088705178,0.7184027354887201,0.7821576763485477,0.743801652892562,0.8396198754764492,0.8136288998357964,0.8275862068965517,0.7749875783920288
mean,7.0,0.4816926509579493,0.7328845108376706,0.7930098946696458,0.7317228226319135,0.8492596381042596,0.7842196118058187,0.7917771883289125,0.581080369078196
median,7.0,0.4759992088705178,0.7365919721643787,0.8132780082987552,0.7272727272727273,0.8754592021524292,0.7821565407772304,0.8275862068965517,0.6349982619285583
