,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,best_thr
best_epoch,7.0,0.5139284908277895,1.142002053062121,0.8033126293995859,0.8166666666666667,0.8506149934721363,0.8823692992213571,0.9310344827586207,0.9377880692481995
mean,7.5,0.5078506447750545,0.9876719835657802,0.7820171546879623,0.7934523809523811,0.8305700346516673,0.8534482758620692,0.8669950738916256,0.8588131389447621
median,7.5,0.5093831789542923,1.0005330303683877,0.7981366459627329,0.7958333333333334,0.8487682951968667,0.8548387096774194,0.8793103448275862,0.9328996241092682
