,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,best_thr
best_epoch,3.0,0.5265989915677973,0.8900098904967308,0.7598343685300207,0.7333333333333333,0.8265901909602966,0.79838485101643,0.8421052631578947,0.07789462804794312
mean,5.5,0.5087903159537487,0.7464305844406287,0.7743271221532091,0.72,0.8308043687319687,0.7599554441659705,0.687719298245614,0.33075270503759385
median,5.5,0.49914274916947504,0.754082311441501,0.7939958592132506,0.7208333333333333,0.853748797911801,0.7538290169869117,0.6929824561403508,0.27298517525196075
