,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,best_thr
best_epoch,12.0,0.43081400002434045,0.7311117692180902,0.8360995850622407,0.7520661157024794,0.8998292544109278,0.8035030103995621,0.7758620689655172,0.8590604066848755
mean,10.0,0.4659588826463508,0.6812433713788622,0.8048700589648395,0.7433666811657244,0.8586406254680526,0.7905395673090773,0.7813067150635209,0.6924882719391271
median,10.0,0.44676468363688693,0.6455465970206852,0.8257261410788381,0.743801652892562,0.8829616598540901,0.792008757525999,0.7758620689655172,0.6827006340026855
