,epoch,is_pretrain_eval,train_loss,val_loss,train_acc,val_acc,val_acc_train_thr,train_auc,val_auc,val_precision,val_recall,val_f1,train_best_thr,val_best_thr,val_used_train_thr
best_epoch,6.0,False,0.6140948309566965,0.33462464526172514,0.8526970954356846,0.9008264462809917,0.8842975206611571,0.9205860540521895,0.9537493158182814,0.9259259259259259,0.8620689655172413,0.8928571428571429,0.38818359375,0.77490234375,0.38818359375
mean,7.5,0.0,0.5979481820187132,0.3858696447845896,0.8712211025489035,0.8896103896103895,0.8589138134592681,0.9226544656254388,0.9407791852373133,0.8831567429049788,0.8903940886699505,0.8854625518880638,0.36717006138392855,0.7254682268415179,0.36717006138392855
median,7.5,0.0,0.5845020287419009,0.3824119870204571,0.8682572614107884,0.8925619834710744,0.8553719008264463,0.9279591590348562,0.9425971538040503,0.8729885057471265,0.8793103448275862,0.8861012116892373,0.27099609375,0.842529296875,0.27099609375
