fold,check,warns_on_overlap,overlap_count,example_values
2,image_id_only_overlap_info,False,28,103; 123; 131; 133; 142; 144; 153; 161; 165; 17
2,class_image_id_overlap,True,0,
2,image_path_overlap,True,0,
2,derived_class_image_group_overlap,True,0,
