,epoch,is_pretrain_eval,train_loss,val_loss,train_acc,val_acc,val_acc_train_thr,train_auc,val_auc,val_precision,val_recall,val_f1,train_best_thr,val_best_thr,val_used_train_thr
best_epoch,6.0,False,0.5732424128646693,0.523828037083149,0.8884297520661157,0.8403361344537815,0.8235294117647058,0.925880341880342,0.9160511363636364,0.8461538461538461,0.8,0.822429906542056,0.619140625,0.91943359375,0.619140625
mean,7.5,0.0,0.5521938992903921,0.5403871532632452,0.8871015348288075,0.8367346938775512,0.8139255702280914,0.9317594627594629,0.8979910714285716,0.8328341556458414,0.8168831168831169,0.8222312932876024,0.40627615792410715,0.564805167061942,0.40627615792410715
median,7.5,0.0,0.5484676297045936,0.523780937830941,0.8915289256198347,0.8403361344537815,0.8151260504201681,0.940517094017094,0.8985085227272727,0.8461538461538461,0.8,0.822429906542056,0.38037109375,0.58837890625,0.38037109375
