epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall
1,0.6965527592745042,0.6995606960210585,0.4943609022556391,0.5488721804511278,0.4924316302734789,0.4317051108095884,0.22388059701492538
2,0.6849605113940131,0.6973376569891334,0.6259398496240601,0.5263157894736842,0.6458907497703342,0.49208502939846227,0.373134328358209
3,0.6796996441102565,0.6974119499213713,0.6165413533834586,0.5639097744360902,0.676998092007632,0.5124378109452736,0.31343283582089554
4,0.6756558028378881,0.6937938991345858,0.6541353383458647,0.556390977443609,0.7176595293618827,0.5400271370420624,0.5522388059701493
5,0.6714096365118385,0.6933264329021138,0.6823308270676691,0.556390977443609,0.7362871881845807,0.5463591135232926,0.26865671641791045
6,0.6696342825889587,0.6899662138824176,0.6616541353383458,0.6015037593984962,0.735750123666172,0.5924920850293984,0.34328358208955223
7,0.659225707215474,0.6897388817672443,0.7048872180451128,0.6015037593984962,0.7858525899229736,0.5872908186341022,0.44776119402985076
8,0.6515236600001055,0.6889384653335228,0.7180451127819549,0.5939849624060151,0.8160978022754577,0.5999547715965625,0.5522388059701493
9,0.6507202449597811,0.6862059983992039,0.7255639097744361,0.6090225563909775,0.800310932089605,0.60719131614654,0.34328358208955223
10,0.6464785377782091,0.6838468071213342,0.7349624060150376,0.6165413533834586,0.8116458200833864,0.641112618724559,0.47761194029850745
11,0.6389114986684986,0.6821898302637545,0.75,0.6165413533834586,0.8282665536004523,0.6458616010854816,0.417910447761194
12,0.6348411880041424,0.6838946104945993,0.7406015037593985,0.631578947368421,0.8210868489859374,0.6345545002261421,0.3582089552238806
13,0.6319391189661241,0.6813614081619377,0.7481203007518797,0.6240601503759399,0.8240831036675853,0.6655359565807327,0.6268656716417911
14,0.6174311252464926,0.6765023779152031,0.7988721804511278,0.6466165413533834,0.8797823475372766,0.694708276797829,0.5671641791044776
15,0.6200958813043466,0.6806565187031165,0.768796992481203,0.631578947368421,0.8482510069959721,0.6625961103573044,0.40298507462686567
16,0.6131336760700197,0.6767189946389736,0.7781954887218046,0.6466165413533834,0.8554872447176878,0.6967435549525102,0.7313432835820896
17,0.6108475614311104,0.6735950605313581,0.7875939849624061,0.6541353383458647,0.8614373542505831,0.7087290818634102,0.6567164179104478
18,0.609442224628047,0.6685075078691755,0.7894736842105263,0.6691729323308271,0.8555296445480884,0.7161917684305744,0.582089552238806
19,0.603527033239379,0.6816533306487521,0.7875939849624061,0.6090225563909775,0.860433891597767,0.6540027137042063,0.3582089552238806
20,0.6036121988655033,0.6786932367131226,0.7518796992481203,0.6240601503759399,0.8524203236520387,0.6748077792853912,0.31343283582089554
21,0.5994092073655666,0.6780747336552555,0.7631578947368421,0.6240601503759399,0.8532683202600524,0.6775214834916327,0.417910447761194
22,0.5986399292049551,0.6689797769811817,0.7744360902255639,0.6541353383458647,0.8524485902056391,0.7238805970149254,0.44776119402985076
23,0.5902570333695949,0.6693805729536185,0.7781954887218046,0.6616541353383458,0.8657904035050527,0.7168701944821346,0.5373134328358209
24,0.5905753795365641,0.6711544784388148,0.7800751879699248,0.6616541353383458,0.863882411137022,0.7263681592039801,0.8805970149253731
25,0.5953186494963509,0.6691447536748155,0.7593984962406015,0.6616541353383458,0.8382870468518127,0.7112166440524649,0.8059701492537313
26,0.5956634641589975,0.6628734397708922,0.7631578947368421,0.6766917293233082,0.8398982404070383,0.7462686567164178,0.5522388059701493
27,0.592056183438552,0.668391518126753,0.7763157894736842,0.6616541353383458,0.8445763550279133,0.7367706919945726,0.4626865671641791
28,0.5797062144243628,0.6667195132800511,0.7913533834586466,0.6992481203007519,0.8708359833227335,0.7406151062867481,0.5671641791044776
29,0.5857661850470349,0.6638173474405045,0.7838345864661654,0.6691729323308271,0.8528019221256449,0.7471732247851651,0.5223880597014925
30,0.5852310321384803,0.6690647221149358,0.7819548872180451,0.6541353383458647,0.8467670129319483,0.7284034373586612,0.3880597014925373
31,0.573336300545169,0.6680791507986256,0.7781954887218046,0.6466165413533834,0.8697759875627163,0.7200361827227499,0.47761194029850745
32,0.5836963120259737,0.6665300511776057,0.7706766917293233,0.6691729323308271,0.8500035333192,0.7304387155133424,0.8955223880597015
33,0.5759126010694002,0.6656250057363868,0.7781954887218046,0.6691729323308271,0.8639954773514238,0.7435549525101763,0.5223880597014925
34,0.575989003916432,0.661465211022169,0.7575187969924813,0.6917293233082706,0.8598402939721576,0.7627770239710537,0.6119402985074627
35,0.5717720667222389,0.6659646603397857,0.7763157894736842,0.6691729323308271,0.8667090664970674,0.7356399819086387,0.6119402985074627
36,0.5754169561809167,0.6608274381859858,0.7763157894736842,0.6917293233082706,0.8575083033001201,0.7611940298507461,0.7761194029850746
37,0.5773546993732452,0.655319823358292,0.7706766917293233,0.706766917293233,0.8493534025863898,0.7788331071913162,0.5970149253731343
38,0.5683686943878805,0.6648333673190353,0.7819548872180451,0.6842105263157895,0.8710479824747368,0.7433288104929896,0.7761194029850746
39,0.5714124669706014,0.6660572796835935,0.7857142857142857,0.6616541353383458,0.8615786870185854,0.7385798281320669,0.5373134328358209
40,0.5753633967019561,0.6565420036029098,0.7575187969924813,0.6917293233082706,0.8511624620168186,0.7546359113523293,0.9402985074626866
41,0.5674278682335875,0.6689459986256477,0.7913533834586466,0.6766917293233082,0.8662144018090594,0.7342831298055179,0.6716417910447762
42,0.5599346035405209,0.6642313949147561,0.8026315789473685,0.6842105263157895,0.8816055402445057,0.7424242424242423,0.7761194029850746
43,0.5719070627277059,0.6578037832912645,0.7875939849624061,0.6992481203007519,0.8654794714154477,0.7688828584350972,0.8059701492537313
44,0.5771037609057319,0.6611215929339703,0.7612781954887218,0.6691729323308271,0.8452830188679246,0.7299864314789688,0.6268656716417911
