,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,val_precision,val_recall,val_f1,best_thr
best_epoch,11.0,0.4665949988094243,0.36614785875592915,0.9152892561983471,0.8907563025210085,0.9636817536720073,0.9380668934240363,0.8771929824561403,0.8928571428571429,0.8849557522123894,0.399658203125
mean,10.0,0.5051215077973594,0.48164324496066624,0.9049586776859504,0.8677576293675365,0.9417478043552018,0.9171365914786969,0.8458136031355763,0.8825187969924814,0.8621889389751767,0.5780928762335527
median,10.0,0.48038015871747464,0.4553649306547742,0.9152892561983471,0.8739495798319328,0.9567908623018655,0.9193594104308389,0.8387096774193549,0.8928571428571429,0.8672566371681416,0.697265625
