,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,val_precision,val_recall,val_f1,best_thr
best_epoch,15.0,0.4380767738361576,0.6727599975891596,0.9294605809128631,0.8760330578512396,0.9640873015873015,0.9319300164024057,0.8793103448275862,0.864406779661017,0.8717948717948718,0.97412109375
mean,12.0,0.5038316766166061,0.5265591205052558,0.9057369655421251,0.8641753503413583,0.9464368229963694,0.9185050039223145,0.8908844277486492,0.8282977155490051,0.8557510096373417,0.6106275475543478
median,12.0,0.4716994717902662,0.5690955664069692,0.9190871369294605,0.8677685950413223,0.9598775017253277,0.9177145981410607,0.9074074074074074,0.8305084745762712,0.8545454545454545,0.798828125
