prediction,acc,auc,precision,recall,f1,best_thr,fold_mean_auc,fold_std_auc
weighted_blend_prob,0.8805970149253731,0.9360302382474159,0.872852233676976,0.8788927335640139,0.8758620689655172,0.5641558766365051,0.9403738414313612,0.014318000163277226
average_blend_prob,0.8772802653399668,0.935721684702356,0.8771929824561403,0.8650519031141869,0.8710801393728222,0.6324020028114319,0.9403270896796257,0.014489624197114815
logreg_prob,0.8540630182421227,0.9256936944879113,0.8576512455516014,0.8339100346020761,0.8456140350877193,0.514645516872406,0.9293321146672484,0.009091369097617628
hybrid_prob,0.8606965174129353,0.909577281643268,0.847457627118644,0.8650519031141869,0.8561643835616438,0.923828125,0.934417731662738,0.01685939436563668
tabular_branch_prob,0.845771144278607,0.9095552421043352,0.8223684210526315,0.8650519031141869,0.8431703204047217,0.4169921875,0.9144487735643685,0.013854882469471468
image_branch_prob,0.8159203980099502,0.8622639014391819,0.7730061349693251,0.8719723183391004,0.8195121951219512,0.6875,0.8938404590386428,0.029633503297392918
