epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,val_precision,val_recall,val_f1,best_thr
1,0.8013110269199718,0.4553649306547742,0.7975206611570248,0.8487394957983193,0.8451002855530667,0.8965419501133787,0.88,0.7857142857142857,0.8301886792452831,0.734375
2,0.7088534896038781,0.46492482039357436,0.8409090909090909,0.8319327731092437,0.8871979891592429,0.8993764172335601,0.8333333333333334,0.8035714285714286,0.8181818181818182,0.279541015625
3,0.6765150278806686,0.48401696022067753,0.8512396694214877,0.8403361344537815,0.8918232648803927,0.8846371882086168,0.8363636363636363,0.8214285714285714,0.8288288288288288,0.335693359375
4,0.6595207534053109,0.43508444303850163,0.8615702479338843,0.8571428571428571,0.8880529384607492,0.9128401360544217,0.8679245283018868,0.8214285714285714,0.8440366972477065,0.8212890625
5,0.6190052776913012,0.42714920927997396,0.8698347107438017,0.865546218487395,0.9102303233418257,0.9169501133786848,0.9,0.8035714285714286,0.8490566037735849,0.921875
6,0.579471918731189,0.3890851250841838,0.8739669421487604,0.8739495798319328,0.9309542944103415,0.929705215419501,0.8059701492537313,0.9642857142857143,0.8780487804878049,0.1697998046875
7,0.5668826002227373,0.42669763309615,0.890495867768595,0.8739495798319328,0.9248072089325102,0.9284297052154196,0.847457627118644,0.8928571428571429,0.8695652173913043,0.072265625
8,0.5076884826845374,0.3861210674924009,0.9049586776859504,0.8907563025210085,0.9428209907152506,0.9312641723356009,0.8909090909090909,0.875,0.8828828828828829,0.5439453125
9,0.5071260835513596,0.5102073371316455,0.9070247933884298,0.8739495798319328,0.9520971906365955,0.9200680272108844,0.8727272727272727,0.8571428571428571,0.8648648648648649,0.9482421875
10,0.465694465605188,0.41066523422213164,0.9173553719008265,0.865546218487395,0.9567908623018655,0.9301303854875285,0.8225806451612904,0.9107142857142857,0.864406779661017,0.06396484375
11,0.4665949988094243,0.36614785875592915,0.9152892561983471,0.8907563025210085,0.9636817536720073,0.9380668934240363,0.8771929824561403,0.8928571428571429,0.8849557522123894,0.399658203125
12,0.383677935982046,0.4252593149313656,0.9421487603305785,0.8823529411764706,0.9741805310945061,0.9193594104308389,0.8387096774193549,0.9285714285714286,0.8813559322033898,0.1094970703125
13,0.48038015871747464,0.579127185641467,0.9152892561983471,0.8739495798319328,0.9605269907494485,0.9166666666666666,0.8153846153846154,0.9464285714285714,0.8760330578512396,0.94580078125
14,0.40172074895259763,0.4545497055470693,0.9421487603305785,0.8907563025210085,0.9651009695125079,0.9297052154195012,0.864406779661017,0.9107142857142857,0.8869565217391304,0.94775390625
15,0.3839806532872117,0.5108466285335667,0.9421487603305785,0.8739495798319328,0.9762324094181215,0.9216269841269842,0.8360655737704918,0.9107142857142857,0.8717948717948718,0.880859375
16,0.393807643916735,0.542006497013093,0.9462809917355371,0.8739495798319328,0.9699399825590342,0.9199263038548753,0.8153846153846154,0.9464285714285714,0.8760330578512396,0.1773681640625
17,0.3802739103778827,0.6074878328143298,0.9504132231404959,0.8571428571428571,0.9785322230391738,0.917375283446712,0.8095238095238095,0.9107142857142857,0.8571428571428571,0.697265625
18,0.3182744253272853,0.6453782902294848,0.9586776859504132,0.8487394957983193,0.9870902655472531,0.8979591836734694,0.796875,0.9107142857142857,0.85,0.95263671875
19,0.29652904648303,0.6311015801723389,0.9669421487603306,0.8739495798319328,0.9880478087649402,0.914965986394558,0.8596491228070176,0.875,0.8672566371681416,0.98193359375
