,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,model_score
best_epoch,10.0,0.4663409570471627,0.510272187511783,0.8464730290456431,0.8512396694214877,0.8832893534088754,0.9083196496989601,0.7758620689655172,0.9703886152162015
mean,8.5,0.4364708193995182,0.5548229562388041,0.8152230290456431,0.8274793388429752,0.8622447439678516,0.8888717843459223,0.7683189655172414,0.9503373015873016
median,8.5,0.41841765035608497,0.533060110859142,0.8412863070539419,0.8305785123966942,0.8771580345285526,0.8929939792008756,0.7758620689655172,0.9560262725779968
