,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,model_score
best_epoch,4.0,0.4879108696065334,0.4540754864613215,0.7784679089026915,0.8166666666666667,0.8428355543343866,0.8883319409635199,0.7719298245614035,0.9500863269284321
mean,8.0,0.4305335672920617,0.5941821001014775,0.8150448585231193,0.8094444444444445,0.8629802628566197,0.8701940035273368,0.816374269005848,0.9355039450478048
median,8.0,0.4185767762100721,0.633238086849451,0.8364389233954451,0.8083333333333333,0.8897685121582634,0.8727373990531885,0.8070175438596491,0.9353160679476469
