epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,model_score
1,0.6767805325045131,0.5986780795184049,0.6307053941908713,0.743801652892562,0.6542143115848296,0.7889983579638753,0.7758620689655172,0.8510673234811167
2,0.5700810155309582,0.5619920132573971,0.7323651452282157,0.7603305785123967,0.794777599558476,0.8149972632731254,0.7241379310344828,0.872928297755884
3,0.5448069291738059,0.5144661674814776,0.7261410788381742,0.8016528925619835,0.7620254911091564,0.8483853311439518,0.9310344827586207,0.9228680897646414
4,0.49913452973751604,0.6039156963017361,0.7800829875518672,0.7851239669421488,0.8329452751763509,0.8541324575807334,0.9310344827586207,0.9286152162014231
5,0.502401944265326,0.5570600670723875,0.7966804979253111,0.8099173553719008,0.8589710422379745,0.8659003831417624,0.9137931034482759,0.9390038314176246
6,0.45707172786051803,0.5636697247747547,0.7904564315352697,0.7933884297520661,0.8324451113295736,0.856048166392994,0.896551724137931,0.9277723043240285
7,0.4046559536605455,0.5702574036338113,0.8298755186721992,0.7933884297520661,0.8860661251099499,0.8615216201423099,0.6896551724137931,0.9166940339354134
8,0.3766733687139151,0.6122109797313686,0.8443983402489627,0.8016528925619835,0.8858246667011607,0.8653530377668308,0.8448275862068966,0.9329392446633825
9,0.33846379403813254,0.6063387030350768,0.8651452282157677,0.8099173553719008,0.9106948828064365,0.8631636562671046,0.8275862068965517,0.9293705528188287
10,0.38182178566317343,0.6388435189204276,0.8672199170124482,0.8181818181818182,0.9179731291285076,0.8686371100164203,0.8448275862068966,0.936223316912972
11,0.3303898598581429,0.6448209015575569,0.8879668049792531,0.8181818181818182,0.9284765699108328,0.8565955117679255,0.7931034482758621,0.9200437876299945
