epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,model_score
1,0.6814185870853764,0.5500677943229675,0.6211180124223602,0.7916666666666666,0.649745756888614,0.8690211345939933,0.9482758620689655,0.9448832035595106
2,0.6040521989697996,0.4405920073390007,0.7142857142857143,0.825,0.7660619803476947,0.8957174638487208,0.9655172413793104,0.9729588431590656
3,0.5496702994495692,0.48443990846474966,0.7412008281573499,0.8333333333333334,0.8061224489795918,0.9046162402669633,0.8620689655172413,0.9735817575083426
4,0.5206602478002663,0.48409637610117595,0.7598343685300207,0.8416666666666667,0.8259637188208616,0.9151835372636263,0.8275862068965517,0.9813904338153505
5,0.49541009200532493,0.39820259511470796,0.7908902691511387,0.8666666666666667,0.8466982752697039,0.9160177975528365,0.9482758620689655,0.9918798665183538
6,0.45040052882386045,0.4188316131631533,0.8012422360248447,0.8583333333333333,0.8568164639593211,0.9135150166852057,0.8448275862068966,0.9811012235817574
7,0.4022669441165021,0.46251241577168306,0.8302277432712215,0.85,0.891895141895142,0.9137931034482758,0.9482758620689655,0.9896551724137931
8,0.4331689645414767,0.5488278699417909,0.8281573498964804,0.8583333333333333,0.8737201951487666,0.9238042269187987,0.8103448275862069,0.9886318131256953
9,0.40001034421950393,0.4934488287195563,0.8530020703933747,0.85,0.9065312993884422,0.9135150166852057,0.8793103448275862,0.9838598442714126
10,0.490203252860478,0.4763861889019608,0.8322981366459627,0.8583333333333333,0.8774651274651274,0.9149054505005562,0.8103448275862069,0.9797330367074527
11,0.35546608614748804,0.5761948841934402,0.8923395445134575,0.85,0.9256510685082113,0.8879310344827587,0.8448275862068966,0.9555172413793104
