epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,model_score
1,0.698373588288968,0.5527507184950773,0.5705394190871369,0.8016528925619835,0.5862437695107018,0.8538587848932677,0.6379310344827587,0.9048932676518884
2,0.5673797648724679,0.5254435967807928,0.7385892116182573,0.8099173553719008,0.8054190165743951,0.8702791461412152,0.7241379310344828,0.9282101806239738
3,0.5597297638283726,0.4793449955538285,0.7302904564315352,0.8347107438016529,0.7805488004691192,0.888615216201423,0.6896551724137931,0.9437876299945265
4,0.4903898032930877,0.5050211009407831,0.7821576763485477,0.8429752066115702,0.8432245045790863,0.8856048166392995,0.7758620689655172,0.9476737821565409
5,0.4899008396502847,0.4921859554515397,0.7842323651452282,0.8347107438016529,0.850157810317173,0.880952380952381,0.7241379310344828,0.9388834154351396
6,0.42655755381613847,0.48686984674004485,0.8153526970954357,0.8181818181818182,0.8671288870492058,0.8957307060755336,0.8793103448275862,0.9660755336617405
7,0.41027774689603147,0.540676624937491,0.8340248962655602,0.8181818181818182,0.8710267156482296,0.8957307060755337,0.7586206896551724,0.9564203612479475
8,0.4017884987889484,0.5073209008402075,0.8506224066390041,0.8264462809917356,0.9135233955951088,0.8957307060755337,0.8275862068965517,0.9619376026272579
9,0.33261927541855457,0.5128776110893438,0.8713692946058091,0.8347107438016529,0.9194218795812422,0.8987411056376574,0.7931034482758621,0.9621893814997264
10,0.4663409570471627,0.510272187511783,0.8464730290456431,0.8512396694214877,0.8832893534088754,0.9083196496989601,0.7758620689655172,0.9703886152162015
11,0.3802347339967969,0.5539203890837914,0.8568464730290456,0.8347107438016529,0.912298856521964,0.8984674329501916,0.7586206896551724,0.9591570881226054
12,0.4412129407910885,0.6199464530737933,0.8360995850622407,0.8181818181818182,0.8640761628809438,0.8951833607006021,0.7931034482758621,0.958631636562671
13,0.3738346704247087,0.6058203521962008,0.8589211618257261,0.8264462809917356,0.9099360135216708,0.8916256157635467,0.7931034482758621,0.9550738916256156
14,0.35381539570963727,0.5920655038361707,0.8672199170124482,0.8347107438016529,0.9035718597471587,0.8943623426382046,0.7758620689655172,0.956431308155446
15,0.2817736199411614,0.6532178212665329,0.9045643153526971,0.8347107438016529,0.9484141356651317,0.8908045977011495,0.8103448275862069,0.955632183908046
16,0.3093039576288823,0.7394332420234838,0.8962655601659751,0.8181818181818182,0.937634742415619,0.8779419813902573,0.7758620689655172,0.9400109469074986
