,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,model_score
best_epoch,10.0,0.38182178566317343,0.6388435189204276,0.8672199170124482,0.8181818181818182,0.9179731291285076,0.8686371100164203,0.8448275862068966,0.936223316912972
mean,6.0,0.4620255855460497,0.588386659571309,0.7955488494907583,0.7941397445529678,0.8422194731502952,0.8494302632233667,0.8338557993730408,0.91613872717321
median,6.0,0.45707172786051803,0.5986780795184049,0.7966804979253111,0.8016528925619835,0.8589710422379745,0.8565955117679255,0.8448275862068966,0.9277723043240285
