,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,model_score
best_epoch,8.0,0.3570062457525878,0.8198213524931719,0.8713692946058091,0.7933884297520661,0.9036236008347563,0.8431855500821017,0.7413793103448276,0.902495894909688
mean,7.5,0.43233022026863405,0.7235047130569499,0.8184647302904564,0.7833530106257377,0.8658649261950343,0.8245367112362185,0.7401477832512314,0.8837485338963172
median,7.5,0.39132444587578663,0.7094922622219344,0.8433609958506224,0.7892561983471075,0.8964402131732809,0.8286808976464148,0.7413793103448276,0.8890968801313628
