epoch,g_total,g_adv,g_recon,g_fm,g_tv,g_lap,g_ms,g_stats,g_texstats,d_loss,val_l1,val_edge,val_lap,val_stats,val_texstats,val_ssim,val_score
1,18.783659,0.172592,11.435797,0.166438,0.589231,0.992527,13.854877,0.415595,0.675897,1.976585,0.169952,0.328071,0.465911,0.144584,0.113520,0.141252,1.324980
2,11.187582,0.313950,5.914519,0.101255,0.300844,0.503710,12.244696,0.163942,0.122711,1.952672,0.164186,0.314793,0.345549,0.196173,0.144990,0.200135,1.274566
3,11.049503,0.206260,5.926685,0.109875,0.291332,0.488406,12.131229,0.171721,0.118043,1.912314,0.162608,0.313418,0.349925,0.184796,0.140408,0.172852,1.292778
4,11.222023,0.300149,5.916278,0.141510,0.286540,0.478849,12.305176,0.173480,0.121040,1.816454,0.157615,0.316263,0.349265,0.156012,0.157514,0.188249,1.267771
5,11.217747,0.430718,5.929909,0.153453,0.282304,0.472436,11.816840,0.171434,0.114080,1.667024,0.170393,0.327647,0.327882,0.173468,0.138246,0.176813,1.287459
6,11.248611,0.452664,5.924572,0.154862,0.274761,0.460136,11.936567,0.170084,0.112124,1.690668,0.156273,0.319053,0.320118,0.155031,0.161689,0.183031,1.267542
7,11.320093,0.474193,5.873671,0.171021,0.271105,0.454279,12.233424,0.166914,0.112870,1.650776,0.170229,0.320581,0.335982,0.151677,0.130440,0.178081,1.271349
8,11.426382,0.536804,5.938240,0.167926,0.268771,0.450267,12.164207,0.175523,0.114519,1.615069,0.182347,0.323818,0.332801,0.170564,0.143398,0.153216,1.324786
9,11.504624,0.540969,6.029552,0.185217,0.260679,0.437367,12.074959,0.181613,0.112797,1.685732,0.154682,0.313095,0.323319,0.167916,0.166259,0.168235,1.289334
10,11.233751,0.530932,5.938064,0.205194,0.206464,0.355413,11.776520,0.197154,0.122404,1.614327,0.212403,0.329527,0.317143,0.250271,0.076438,0.145269,1.363398
11,10.548866,0.360962,5.804639,0.187103,0.166965,0.295315,10.902977,0.192638,0.135102,1.776690,0.215116,0.321098,0.287375,0.270381,0.102340,0.138478,1.389135
12,10.402220,0.392084,5.793022,0.206051,0.162283,0.287398,10.327383,0.188535,0.130767,1.653902,0.176796,0.313756,0.255739,0.182601,0.147911,0.184892,1.277295
13,10.461554,0.406517,5.806590,0.212125,0.155888,0.275524,10.460582,0.196001,0.124226,1.685432,0.172807,0.334822,0.252890,0.170015,0.090682,0.179532,1.244062
14,10.369404,0.432876,5.744503,0.199441,0.154178,0.272992,10.413015,0.185623,0.116742,1.654300,0.180275,0.325912,0.232234,0.183492,0.075320,0.172910,1.250293
15,10.199857,0.435261,5.742523,0.204812,0.144183,0.255179,9.945625,0.188094,0.105447,1.658807,0.191106,0.349959,0.245473,0.201285,0.068138,0.147822,1.298399
16,10.420301,0.439835,5.798724,0.203231,0.139803,0.246834,10.528925,0.191838,0.101994,1.768245,0.203032,0.327510,0.220637,0.247032,0.083883,0.157121,1.323054
17,10.376225,0.491123,5.834865,0.211647,0.143740,0.252144,10.037155,0.192472,0.095748,1.749924,0.187801,0.322827,0.210530,0.228329,0.087457,0.182026,1.272467
18,10.868327,0.546743,5.756800,0.211563,0.136592,0.242308,11.805483,0.191596,0.097429,1.658501,0.180595,0.334556,0.245562,0.182208,0.061072,0.162590,1.256942
19,10.705317,0.654343,5.901863,0.222056,0.152496,0.265846,10.256883,0.193074,0.089689,1.695858,0.192617,0.322900,0.332830,0.225855,0.093753,0.196256,1.292197
20,10.880682,0.769864,5.953053,0.221583,0.166994,0.286506,10.152287,0.198041,0.090351,1.455529,0.202580,0.339383,0.282412,0.237018,0.062514,0.170052,1.308638
21,11.390594,1.387683,5.941944,0.245678,0.171327,0.285591,9.710089,0.195582,0.093066,1.431900,0.173754,0.334042,0.264199,0.173934,0.061695,0.194869,1.218035
22,11.847354,1.512004,6.021001,0.258891,0.183340,0.302957,10.378498,0.198881,0.093423,1.020456,0.193569,0.345795,0.221890,0.210785,0.061505,0.153233,1.290616
23,11.565524,1.630934,6.011404,0.263449,0.173853,0.284996,9.151476,0.201646,0.089802,0.931820,0.187075,0.335221,0.236276,0.206387,0.075272,0.202816,1.241173
24,11.105165,1.457764,5.841262,0.256859,0.154885,0.260656,8.968969,0.194324,0.086697,1.084277,0.174680,0.328266,0.300951,0.185645,0.085181,0.171053,1.268596
25,12.070690,2.033101,5.958426,0.278701,0.166962,0.274122,9.684888,0.196483,0.086588,0.586494,0.200987,0.366888,0.228987,0.218430,0.076870,0.171786,1.297111
26,12.815273,2.753861,5.987584,0.290761,0.182612,0.294192,9.513247,0.191023,0.086646,0.381692,0.174523,0.353121,0.219124,0.169239,0.055260,0.130590,1.270714
27,11.877412,2.191087,5.822623,0.276860,0.152538,0.256824,9.081978,0.189018,0.092528,0.576104,0.181443,0.355317,0.246220,0.194282,0.053708,0.191555,1.234694
28,12.032231,2.349802,5.919249,0.278120,0.155569,0.257722,8.750237,0.193590,0.082504,0.637399,0.163219,0.317201,0.197542,0.184066,0.082597,0.217592,1.183644
29,12.251322,2.488235,5.808253,0.283638,0.160399,0.265732,9.309373,0.189364,0.089566,0.435682,0.173664,0.318901,0.312743,0.155284,0.081979,0.206702,1.215898
30,11.482113,1.844368,5.891352,0.264744,0.135164,0.231126,8.924790,0.192688,0.079404,1.047855,0.177151,0.329531,0.198126,0.198808,0.068508,0.160497,1.256641
31,11.935627,2.315715,5.783902,0.278782,0.152946,0.251406,9.043633,0.183413,0.087646,0.523107,0.190590,0.327325,0.200688,0.223036,0.066211,0.218988,1.222605
32,11.078815,1.707696,5.865689,0.254575,0.117376,0.205908,8.273954,0.201909,0.081075,1.163932,0.172822,0.331022,0.193517,0.191354,0.088836,0.146778,1.272739
33,11.219797,1.619149,5.798067,0.253525,0.125646,0.216213,9.254861,0.186793,0.084632,1.187514,0.168170,0.321375,0.196637,0.181357,0.079063,0.218485,1.184956
