prediction,acc,auc,precision,recall,f1,best_thr,used_thr,fold_mean_auc,fold_std_auc
blend_prob,0.8623548922056384,0.9329226632578846,0.8652482269503546,0.8442906574394463,0.8546409807355516,0.5048131942749023,0.5048131942749023,0.9341639951573637,0.007696039587429574
model_prob,0.8606965174129353,0.9257928724131091,0.8596491228070176,0.8477508650519031,0.8536585365853658,0.485595703125,0.485595703125,0.9346019545652562,0.009382618879660106
logreg_prob,0.8540630182421227,0.9256936944879113,0.8576512455516014,0.8339100346020761,0.8456140350877193,0.514645516872406,0.514645516872406,0.9293321146672484,0.009091369097617628
