epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,model_score
1,0.6737639227762479,0.5718108008305232,0.629399585921325,0.7833333333333333,0.6552926226129963,0.8237259816207184,0.9122807017543859,0.9331996658312447
2,0.5927691847147655,0.5204589754343033,0.7101449275362319,0.8,0.7721871136145075,0.8404344193817878,0.8771929824561403,0.9456975772765246
3,0.5584920877995698,0.4950952246785164,0.7142857142857143,0.8,0.7635149058936667,0.8579782790309106,0.8421052631578947,0.959030910609858
4,0.4809228180296426,0.4823192797601223,0.7971014492753623,0.8083333333333333,0.8475923890644319,0.8769145084934559,0.7543859649122807,0.9674408242829295
5,0.4728221496254761,0.47955007627606394,0.7681159420289855,0.8166666666666667,0.8262982552548428,0.8794207741576162,0.8070175438596491,0.976262879420774
6,0.43154787030032454,0.5002512741833925,0.8053830227743272,0.8333333333333334,0.8526068141228191,0.8763575605680869,0.7543859649122807,0.9668838763575606
7,0.4194089251398793,0.5888923873504003,0.8426501035196687,0.8166666666666667,0.8910392911114163,0.8663324979114453,0.8421052631578947,0.9673851294903927
8,0.412991017195749,0.6103739043076833,0.8115942028985508,0.8166666666666667,0.8849773320511058,0.8716235032024505,0.8596491228070176,0.9747813979392926
9,0.3819139432894764,0.5686094012111426,0.8509316770186336,0.825,0.8929969776068141,0.8835978835978836,0.8070175438596491,0.9804399888610414
10,0.43278749464523225,0.6401300543298324,0.8426501035196687,0.8083333333333333,0.8776789394147547,0.8666109718741297,0.7894736842105263,0.9613478139793928
11,0.3551194389229235,0.6240392648925384,0.8737060041407867,0.8166666666666667,0.9314466272839675,0.8808131439710387,0.7894736842105263,0.9755499860763018
12,0.33238214430231483,0.6182832612345616,0.8757763975155279,0.8083333333333333,0.9201298255254843,0.8813700918964077,0.8070175438596491,0.9782121971595655
13,0.30706863358277464,0.6260228438923756,0.865424430641822,0.8083333333333333,0.9214349498557494,0.8771929824561404,0.7368421052631579,0.9656140350877194
14,0.2897831491246727,0.6561751884097854,0.8840579710144928,0.8083333333333333,0.9437594449787058,0.8688387635756057,0.8070175438596491,0.9656808688387636
15,0.3232841164984318,0.6526362005000313,0.8923395445134575,0.8083333333333333,0.9344518477812886,0.8682818156502368,0.7719298245614035,0.9609133945976052
