epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,model_score
1,0.6874126988168089,0.5524644960959753,0.6252587991718427,0.825,0.6380643166357451,0.8870967741935484,0.8448275862068966,0.988476084538376
2,0.5955580511201736,0.44413342972596487,0.7308488612836439,0.8416666666666667,0.7787569573283859,0.8948832035595106,0.9310344827586207,1.006607341490545
3,0.5557483605593134,0.515676770110925,0.7453416149068323,0.8333333333333334,0.8025664811379097,0.8921023359288097,0.9655172413793104,1.007964404894327
4,0.5346329686372671,0.5464114233851433,0.7432712215320911,0.8333333333333334,0.8170995670995671,0.8990545050055617,0.896551724137931,1.0066407119021135
5,0.5165237937407957,0.3908273542920748,0.7577639751552795,0.85,0.83147804576376,0.9154616240266964,1.0,1.0354616240266963
6,0.4623119206038568,0.3935161766906579,0.7929606625258799,0.8416666666666667,0.8478664192949907,0.9129588431590656,0.896551724137931,1.0205450500556172
7,0.4175869600373025,0.3932593785226345,0.8219461697722568,0.8666666666666667,0.8932178932178932,0.9243604004449388,0.9310344827586207,1.0360845383759734
8,0.4609650799206325,0.4571933601051569,0.8074534161490683,0.8666666666666667,0.8632927918642206,0.9313125695216907,0.8620689655172413,1.0347608453837598
9,0.3995478498145907,0.42185730586449305,0.8385093167701864,0.85,0.9084381227238371,0.9240823136818688,0.9482758620689655,1.0378754171301445
10,0.4600944401191135,0.46056557657818,0.8281573498964804,0.8416666666666667,0.8795093795093796,0.9135150166852057,0.8793103448275862,1.0190322580645161
11,0.4009999267710662,0.5281967121486862,0.8592132505175983,0.825,0.913368377654092,0.9012791991101223,0.9827586206896551,1.019210233592881
12,0.3655698475260172,0.6042769993965824,0.8757763975155279,0.8166666666666667,0.9311653954511098,0.8909899888765295,0.8103448275862069,0.9882313681868743
13,0.3105726909069788,0.6092222509905696,0.8840579710144928,0.85,0.9250669964955679,0.9015572858731924,0.9137931034482759,1.0112124582869855
14,0.3882065495904188,0.6661869660019875,0.855072463768116,0.825,0.9222325293753866,0.8957174638487208,0.9310344827586207,1.0074416017797552
15,0.3849736360937172,0.5947813526416819,0.8737060041407867,0.8333333333333334,0.9145880574452004,0.8954393770856507,0.9655172413793104,1.011301446051168
