epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,model_score
1,0.6987888308481557,0.5681614964461523,0.5684647302904564,0.7851239669421488,0.5852606888463461,0.849480021893815,0.6206896551724138,0.9239627805145046
2,0.5632678655544258,0.5328479295919749,0.7489626556016598,0.8016528925619835,0.8191304047877752,0.859879584017515,0.7241379310344828,0.9467761357416529
3,0.544689135432738,0.5133626874813364,0.7448132780082988,0.8099173553719008,0.7908452769010538,0.8768472906403941,0.7758620689655172,0.9699507389162562
4,0.4975629026588068,0.5487654901240483,0.7676348547717843,0.8347107438016529,0.8290819406357254,0.8858784893267652,0.7413793103448276,0.9748440065681445
5,0.49357967264177394,0.4577911114397128,0.7883817427385892,0.8429752066115702,0.8517790310618996,0.8845101258894362,0.6724137931034483,0.96519978106185
6,0.44059776468395695,0.4803451940047839,0.8091286307053942,0.8264462809917356,0.8643866094065298,0.8902572523262179,0.6724137931034483,0.9709469074986317
7,0.4245224201827623,0.5417384826693653,0.8402489626556017,0.8264462809917356,0.871061209706628,0.8929939792008758,0.7068965517241379,0.9778215654077723
8,0.4149634285648334,0.5505409197620124,0.8506224066390041,0.8347107438016529,0.9083665338645418,0.8820470717022441,0.7241379310344828,0.968943623426382
9,0.3482498589949489,0.5181005617434328,0.8547717842323651,0.8429752066115702,0.9186630102964763,0.8954570333880678,0.7068965517241379,0.9802846195949644
10,0.46693074421887576,0.504294650552194,0.8298755186721992,0.8264462809917356,0.8844966454528207,0.8957307060755336,0.8275862068965517,0.9950410509031198
11,0.38623138025588516,0.5157032303573671,0.8589211618257261,0.8264462809917356,0.9087632155361238,0.9017515051997811,0.7758620689655172,0.9948549534756431
12,0.3759340234255395,0.6121813404289159,0.8423236514522822,0.8264462809917356,0.8896362601541885,0.8908045977011495,0.7241379310344828,0.9777011494252874
13,0.37043362933199436,0.5687354294475445,0.8506224066390041,0.8347107438016529,0.905882961659854,0.8877941981390258,0.8275862068965517,0.987104542966612
14,0.35952838643210555,0.6096138640745612,0.8609958506224067,0.8181818181818182,0.9002259360825099,0.8908045977011494,0.6551724137931034,0.9694252873563218
15,0.279632194222751,0.6049863013231065,0.8941908713692946,0.8181818181818182,0.9444818130077094,0.8825944170771758,0.896551724137931,0.9901806239737275
16,0.34646580048307346,0.6789524030586904,0.8817427385892116,0.8099173553719008,0.9339783722253842,0.8856048166392995,0.8275862068965517,0.9849151614668856
