,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,model_score
best_epoch,8.0,0.3700753235841688,0.663719104987777,0.8672199170124482,0.8181818181818182,0.8983977509873924,0.8549534756431308,0.7758620689655172,0.9480569239189929
mean,7.5,0.4383107276018388,0.6834096704008237,0.8106105512744517,0.7827626918536009,0.8611195293039346,0.8274298225037141,0.7204433497536946,0.9138830244741574
median,7.5,0.4078122338442387,0.6485569925347636,0.8288381742738589,0.7851239669421488,0.8856608199237681,0.8316912972085386,0.7241379310344828,0.9175971538040504
