,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,model_score
best_epoch,9.0,0.3819139432894764,0.5686094012111426,0.8509316770186336,0.825,0.8929969776068141,0.8835978835978836,0.8070175438596491,0.9804399888610414
mean,8.0,0.43100379306316544,0.5756432091527516,0.810904071773637,0.8105555555555556,0.8610271557448368,0.867966211825861,0.8105263157894737,0.9652293697205978
median,8.0,0.4194089251398793,0.5888923873504003,0.8426501035196687,0.8083333333333333,0.8849773320511058,0.8716235032024505,0.8070175438596491,0.9668838763575606
